JobTitle,Company Size,company_Industry,Country,Remote Type,Exp. Level,Years_Experience,Education  Level,Skills - Python,Skills - SQL,Skills - ML,Skills-DeepLearning,skills_Cloud,Salary (USD),Posting Month,posting_Year,Hiring Urgency,Job Openings
Data Scientist,Large,Finance,United Kingdom,Remote,Junior,8.0,Master's,0,1,1,1,1,,11,2026,High,6
Data Engineer,Medium,Retail,Singapore,Remote,Junior,11.0,Bachelor's,0,1,0,1,0,"$60,096",6,2025,urgent,8
Data Engineer,Unknown,IT,India,Hybrid,Junior,3.0,Ph.D,0,1,1,0,0,69599,6,,Low,2
Business Analyst,Large,E-commerce,Unknown,Unknown,Unknown,12.0,Master's,0,1,TRUE,1,0,127115,9,2020,High,1
AI Engineer,Medium,Finance,United State America,Hybrid,Junior,7.0,Ph.D,,0,0,1,1,112342,,2025,Low,2
Data Analyst,Large,E-commerce,United Kingdom,Remote,Mid-level,13.0,Unknown,-1,1,0,1,0,88978,4,2022,High,
Data Analyst,Start-up,E-commerce,Australia,Hybrid,Senior,7.0,Ph.D,0,1,0,0,0,104407,Aug,2024,low,3
Data Analyst,Large,Healthcare,Canada,Onsite,Mid-level,1.0,Ph.D,1,-1,0,1,0,88613,0,2025,,9
AI Engineer,Start-up,Retail,United Kingdom,Remote,Senior,14.0,Bachelor's,0,,1,1,1,177511,6,2023,High,3
Machine Learning Engineer,Start-up,Education,Canada,Remote,Mid-level,2.0,Unknown,0,na,0,0,1,126168,Sep,,not urgent,5
Machine Learning Engineer,Medium,Finance,United Kingdom,Hybrid,Mid-level,6.0,Ph.D,,,1,0,0,125714,,2023,Low,5
Machine Learning Engineer,Medium,Education,Germany,Hybrid,Junior,2.0,Bachelor's,0,2,0,1,0,108207,,2026,LOW,5
Data Engineer,Start-up,Finance,India,Remote,Junior,14.0,Master's,0,0,1,1,1,"$94,812",8,2021,High Priority,7
Machine Learning Engineer,Start-up,IT,United Kingdom,Remote,Mid-level,3.0,Ph.D,0,1,1,1,0,149980,1,2025,URGENT,4
Machine Learning Engineer,Start-up,IT,India,Remote,Senior,13.0,Bachelor's,1,,0,1,1,163974,May,2022,Moderate,5
Data Scientist,Start-up,E-commerce,India,Hybrid,Junior,9.2,Master's,0,1,1,1,0,75026,2,2022,urgent,5
AI Engineer,Large,IT,India,Onsite,Junior,3.0,Bachelor's,0,0,0,UNKNOWN,0,87553,2,2024,Low,2
Data Engineer,Medium,E-commerce,Unknown,Hybrid,Mid-level,11.0,Master's,1,1,0,1,1,96604,,2020,moderate,5
Business Analyst,Large,IT,India,Onsite,Senior,10.0,Bachelor's,TRUE,0,0,1,0,136510,7,2024,URGENT,
Machine Learning Engineer,Start-up,Finance,Germany,Hybrid,Senior,8.0,Master's,0,,0,1,1,163454,3,,MEDIUM,2
AI Engineer,Medium,IT,Unknown,Unknown,Mid-level,6.0,Master's,1,,1,0,0,126756,12,2024,not urgent,0
Data Engineer,Large,E-commerce,Unknown,Hybrid,Junior,3.0,Ph.D,1,0,1,1,0,"$82,831",2,2025,HIGH,5
Business Analyst,Large,IT,Singapore,Hybrid,Mid-level,7.0,Unknown,1,No,0,1,Yes,117408,5,2024,Low,2
Data Analyst,Large,Unknown,India,Onsite,Junior,3.0,Master's,na,0,1,1,0,96622,6,2022,High,1
Business Analyst,Start-up,Healthcare,Unknown,Onsite,Senior,1.0,Ph.D,1,1,0,1,1,125378,1,,Low,5
Data Scientist,Start-up,Healthcare,United Kingdom,Remote,Junior,10.0,Ph.D,FALSE,1,,1,0,75149,13,2025,high,8
AI Engineer,Large,Retail,United State America,Onsite,Fresher,8.0,Bachelor's,2,TRUE,1,TRUE,No,136918,2,,High,4
Data Engineer,Start-up,IT,Australia,Hybrid,Junior,6.0,Bachelor's,0,1,0,-1,1,"$61,251",5,2026,High Priority,7
Business Analyst,Large,E-commerce,Canada,Hybrid,Mid-level,11.0,Ph.D,0,,,1,1,9999999,9,2024,High,8
Data Analyst,Medium,Finance,Australia,Hybrid,Senior,6.0,Master's,0,1,0,1,1,126255,2,2026,High,9
Business Analyst,Large,Education,Australia,Hybrid,Unknown,7.0,Bachelor's,,1,1,0,1,146138,1,2022,high,9
Data Scientist,Large,Retail,Germany,Unknown,Senior,10.0,Ph.D,1,1,1,0,1,"$142,815",11,2020,High,8
AI Engineer,Medium,Education,Australia,Onsite,Senior,5.0,Ph.D,0,0,0,,Yes,168756,3,2026,Low,2
Machine Learning Engineer,Large,IT,United Kingdom,Hybrid,Junior,7.0,Ph.D,Yes,-1,-1,0,1,122675,,2021,Medium,3
AI Engineer,Medium,Retail,United State America,Remote,Senior,12.0,Unknown,1,No,0,1,1,163684,9,2022,,7
AI Engineer,Large,Finance,Australia,Onsite,Mid-level,13.0,Ph.D,1,1,1,1,1,173907,1,2021,High Priority,1
Data Engineer,Large,E-commerce,Singapore,Onsite,Mid-level,3.3,Ph.D,0,TRUE,,1,0,94861,10,2023,Low,3
Data Scientist,Start-up,Healthcare,United State America,Onsite,Junior,1.0,Ph.D,0,1,1,0,1,70647,2,2023,Low,4
Business Analyst,Start-up,IT,India,Remote,Senior,11.0,Ph.D,0,No,0,1,0,,0,2026,Medium,
Machine Learning Engineer,Start-up,Retail,Unknown,Onsite,Mid-level,10.7,Ph.D,0,0,1,1,Yes,154726,10,2020,High,4
Data Analyst,Large,Healthcare,United Kingdom,Remote,Mid-level,9.0,Ph.D,1,1,0,0,0,76873,,2026,MEDIUM,3
AI Engineer,Unknown,Retail,Canada,Unknown,Mid-level,0.0,Ph.D,1,0,1,1,0,"$160,085",6,2026,High,3
Machine Learning Engineer,Start-up,Unknown,Unknown,Onsite,Mid-level,11.0,Master's,0,0,1,1,1,150165,2,2024,URGENT,8
Business Analyst,Large,E-commerce,Singapore,Remote,Junior,10.0,Bachelor's,1,1,1,1,0,96309,11,2026,High,7
Machine Learning Engineer,Large,E-commerce,Australia,Remote,Mid-level,2.0,Bachelor's,1,,0,1,0,145501000,3,,Low,5
Data Engineer,Start-up,Retail,United State America,Onsite,Senior,7.0,Master's,1,TRUE,FALSE,1,Yes,128200,7,2025,low,4
AI Engineer,Medium,Education,India,Hybrid,Junior,10.0,Ph.D,1,1,0,0,0,86438,9,2023,Medium,3
Data Analyst,Medium,Finance,Unknown,Onsite,Senior,11.0,Bachelor's,0,0,1,Yes,1,142504,6,2021,urgent,5
AI Engineer,Large,IT,Germany,Remote,Junior,1.0,Ph.D,0,1,1,1,0,,Jan,2024,High,5
Data Engineer,Medium,Unknown,Canada,Onsite,Mid-level,5.0,Bachelor's,1,1,0,0,0,74765,8,2024,Low,1
AI Engineer,Large,Finance,United Kingdom,Remote,Senior,11.0,Bachelor's,0,0,1,0,1,183037,3,2022,Medium,1
AI Engineer,Start-up,IT,United Kingdom,Hybrid,Junior,11.0,Bachelor's,0,0,2,0,0,92315,6,2021,MEDIUM,3
Data Analyst,Large,Healthcare,Unknown,Unknown,Junior,7.0,Ph.D,0,1,-1,1,0,85929,3,2021,Low,4
Data Analyst,Large,E-commerce,United Kingdom,Hybrid,Mid-level,3.7,Bachelor's,1,1,0,0,0,99746,10,2025,High,7
Data Engineer,Start-up,Finance,Germany,Hybrid,Mid-level,14.0,Bachelor's,1,1,1,,0,93329,4,2022,High,0
Data Analyst,Large,Finance,Singapore,Onsite,Mid-level,10.0,Bachelor's,1,2,,0,0,-105675,12,2020,Medium,1
Data Analyst,Start-up,Education,United Kingdom,Onsite,Junior,7.0,Ph.D,0,TRUE,,1,0,79400,6,2022,URGENT,5
Data Analyst,Large,Unknown,United Kingdom,Remote,Senior,14.0,Ph.D,1,1,1,0,1,148067,12,2020,High,9
AI Engineer,Medium,IT,Australia,Remote,Senior,7.0,Master's,1,Yes,0,0,1,148006,8,2021,High,8
Data Engineer,Unknown,Unknown,United State America,Hybrid,Mid-level,2.0,Ph.D,0,1,0,0,1,85487,10,2025,Low,3
AI Engineer,Large,Education,United State America,Unknown,Mid-level,12.0,Master's,0,0,0,1,1,140479,Mar,,High Priority,7
Data Scientist,Large,IT,Germany,Hybrid,Junior,6.0,Ph.D,0,1,1,1,0,77431,UNKNOWN,2024,High,3
Data Analyst,Medium,Finance,United State America,Remote,Mid-level,2.0,Unknown,,2,0,0,1,0,8,2026,High,-9
Business Analyst,Medium,Education,Canada,Remote,Senior,8.0,Ph.D,0,1,1,0,1,125021,7,2023,High Priority,9
AI Engineer,Large,Education,India,Remote,Mid-level,2.0,Master's,0,-1,1,1,,155130,3,2022,Urgent,8
Business Analyst,Medium,Finance,Singapore,Onsite,Senior,1.0,Master's,0,0,1,1,0,125385,4,2021,high,
AI Engineer,Large,Finance,United State America,Remote,Junior,6.0,Ph.D,1,1,1,0,1,116313,,2022,na,4
Machine Learning Engineer,Medium,IT,Singapore,Onsite,Fresher,10.0,Ph.D,0,0,2,0,0,87585,1,2021,Medium,2
Data Scientist,Start-up,Education,Canada,Remote,Senior,7.0,Ph.D,1,0,1,Yes,-1,129061,10,2020,High,1
Machine Learning Engineer,Start-up,Education,Australia,Hybrid,Mid-level,12.0,Ph.D,1,,1,1,-1,158488,7,2025,High,4
Machine Learning Engineer,Large,Finance,India,Onsite,Mid-level,1.0,Bachelor's,1,0,0,0,Yes,-143450,3,2023,High,8
Data Analyst,Start-up,Finance,United Kingdom,Remote,Junior,3.7,Ph.D,0,,0,0,Yes,59394,9,2026,Low,5
Machine Learning Engineer,Medium,Healthcare,India,Remote,Senior,7.0,Master's,1,0,1,0,1,165727,9,2022,high,9
Business Analyst,Large,Retail,India,Onsite,Mid-level,6.0,Bachelor's,1,0,0,0,No,75609,1,,Low,6
Machine Learning Engineer,Unknown,IT,Germany,Hybrid,Junior,9.0,Ph.D,0,0,1,0,0,103183,11,2025,High,8
Data Engineer,Start-up,IT,Canada,Onsite,Junior,10.0,Unknown,0,1,0,No,1,64467,8,2022,Medium,6
Data Scientist,Large,Finance,United Kingdom,Unknown,Mid-level,5.0,Master's,1,1,1,1,1,114095,4,2023,High,9
Data Analyst,Large,IT,Singapore,Unknown,Senior,5.0,Master's,1,1,0,1,1,123556,4,2020,low,3
Data Engineer,Start-up,E-commerce,Canada,Hybrid,Mid-level,14.0,Bachelor's,-1,1,0,0,,82691,11,2022,Moderate,
Data Analyst,Unknown,IT,Singapore,Remote,Mid-level,10.0,Bachelor's,1,0,1,Yes,0,120362,0,2021,high,2
AI Engineer,Unknown,E-commerce,Canada,Onsite,Mid-level,8.0,Master's,0,1,0,1,1,162430,9,2024,Medium,5
Machine Learning Engineer,Large,Healthcare,Australia,Remote,Senior,6.0,Bachelor's,0,0,0,1,1,165273,13,,Low Priority,5
Machine Learning Engineer,Medium,IT,Canada,Remote,Mid-level,11.0,Bachelor's,,1,TRUE,0,0,133234,7,2025,Medium,
Data Analyst,Start-up,Education,India,Remote,Junior,12.0,Ph.D,0,-1,1,1,1,93523,0,2026,Urgent,7
Machine Learning Engineer,Large,Retail,Canada,Onsite,Junior,13.0,Master's,1,1,0,TRUE,1,119674,9,2026,Medium,1
Business Analyst,Unknown,E-commerce,Australia,Unknown,Mid-level,1.0,Master's,0,0,,1,1,131525,3,2025,High,7
AI Engineer,Start-up,IT,United State America,Remote,Mid-level,13.0,Master's,1,1,0,0,0,110905,6,2026,High,8
Data Scientist,Large,Unknown,Canada,Hybrid,Senior,13.0,Ph.D,0,,1,0,1,127526,1,2020,Medium,2
Data Scientist,Large,IT,India,Onsite,Unknown,7.0,Ph.D,-1,1,1,1,0,"$125,746",13,2022,High,8
Data Scientist,Large,E-commerce,India,Onsite,Senior,0.0,Master's,,0,1,FALSE,0,136632,11,,Low Priority,5
Business Analyst,Medium,Unknown,Germany,Remote,Senior,7.0,Ph.D,0,0,1,1,1,142662,,2025,High,4
Data Analyst,Large,Education,Germany,Onsite,Senior,5.0,Ph.D,1,1,0,0,0,104268,7,2023,Urgent,9
Machine Learning Engineer,Large,Healthcare,United Kingdom,Hybrid,Junior,1.0,Ph.D,1,0,1,1,1,148577,7,2026,High,1
Business Analyst,Unknown,IT,India,Remote,Junior,14.0,Ph.D,0,1,-1,1,0,,8,2022,urgent,7
Business Analyst,Unknown,Healthcare,Canada,Onsite,Senior,0.0,Unknown,2,1,1,0,1,123774,4,2024,High,9
Data Engineer,Start-up,Retail,United Kingdom,Onsite,Mid-level,13.0,Ph.D,1,1,1,0,1,97293,1,2021,Medium,3
Machine Learning Engineer,Medium,Education,Singapore,Hybrid,Unknown,8.3,Master's,FALSE,0,Yes,1,1,,1,2021,High,7
Data Scientist,Large,E-commerce,United Kingdom,Hybrid,Mid-level,5.0,Ph.D,1,TRUE,0,-1,FALSE,106578,9,2021,High,7
AI Engineer,Medium,IT,Canada,Onsite,Unknown,5.0,Ph.D,,0,0,0,0,93655,8,2026,,6
Data Scientist,Large,IT,United Kingdom,Hybrid,Mid-level,0.0,Master's,0,0,0,0,0,98138,,2023,Low Priority,1
AI Engineer,Large,Healthcare,Germany,Hybrid,Senior,1.0,Master's,0,0,UNKNOWN,1,0,185905,6,2022,High,7
Business Analyst,Start-up,E-commerce,Germany,Hybrid,Senior,11.4,Bachelor's,1,0,0,0,1,0,10,2026,Medium,2
Data Engineer,Large,IT,Unknown,Onsite,Mid-level,1.0,Master's,1,0,1,1,1,135492,,,High,na
Data Analyst,Large,Healthcare,Germany,Onsite,Senior,13.0,Ph.D,FALSE,Yes,1,Yes,0,153750,11,2022,urgent,
Data Engineer,Start-up,Finance,Australia,Hybrid,Junior,11.0,Unknown,Yes,,0,1,0,67303,4,2022,Medium,2
Machine Learning Engineer,Start-up,Unknown,Germany,Remote,Unknown,11.0,Master's,0,1,0,0,0,114022,9,2022,High,7
AI Engineer,Start-up,IT,Unknown,Hybrid,Junior,10.0,Ph.D,0,No,1,0,1,111067,2,2022,High,9
Machine Learning Engineer,Medium,E-commerce,Germany,Hybrid,Junior,3.0,Bachelor's,1,0,1,0,1,115583,9,,not urgent,6
Business Analyst,Large,Finance,Singapore,Unknown,Senior,0.0,Ph.D,Yes,0,0,0,1,134585,5,2024,Low,5
Data Analyst,Start-up,IT,United Kingdom,Hybrid,Mid-level,13.0,Ph.D,1,1,0,0,0,79276,9,2025,Moderate,1
Data Analyst,Large,Education,United State America,Hybrid,Mid-level,1.0,Ph.D,0,1,0,0,1,105035,3,2024,,3
AI Engineer,Start-up,Finance,United Kingdom,Onsite,Mid-level,7.0,Ph.D,0,0,1,1,0,146502,12,2026,High Priority,2
Machine Learning Engineer,Large,Unknown,United Kingdom,Onsite,Mid-level,5.0,Master's,1,0,1,1,0,169786,Aug,2023,High,7
Machine Learning Engineer,Large,Education,Singapore,Remote,Junior,1.0,Ph.D,1,0,1,0,Yes,135979,5,2023,LOW,4
Data Engineer,Large,E-commerce,India,Remote,Junior,2.6,Bachelor's,0,1,,1,1,91.4k,7,2026,,3
Machine Learning Engineer,Medium,Retail,Australia,Hybrid,Mid-level,9.0,Unknown,1,1,2,1,0,132203,1,2023,,2
Machine Learning Engineer,Large,IT,Australia,Hybrid,Junior,8.0,Ph.D,1,1,0,0,1,96460,9,2022,Medium,4
Machine Learning Engineer,Start-up,Finance,Singapore,Onsite,Junior,1.0,Bachelor's,1,,1,1,2,128397000,10,,High,0
AI Engineer,Large,Healthcare,Singapore,Hybrid,Mid-level,13.0,Bachelor's,1,0,0,-1,1,126204,1,2025,Moderate,3
Data Scientist,Large,Education,United Kingdom,Onsite,Junior,11.0,Bachelor's,1,1,0,1,2,76035,1,2020,Medium,5
Data Engineer,Large,Unknown,Canada,Onsite,Unknown,14.0,Bachelor's,0,2,0,Yes,FALSE,110272,13,2024,Moderate,3
Business Analyst,Start-up,Retail,India,Hybrid,Junior,10.0,Ph.D,0,0,0,1,0,9999999,5,2023,Medium,4
AI Engineer,Large,E-commerce,Australia,Hybrid,Mid-level,14.0,Ph.D,0,0,0,0,1,147900,7,2022,MEDIUM,2
Business Analyst,Large,Finance,Canada,Onsite,Senior,12.0,Ph.D,1,0,0,0,1,108048,0,2020,Medium,
Business Analyst,Unknown,Finance,United State America,Remote,Senior,12.0,Master's,1,0,1,-1,1,146082,2,2024,Medium,2
Data Engineer,Start-up,Unknown,India,Hybrid,Junior,11.0,Bachelor's,1,1,0,1,1,74936,12,2026,urgent,8
Business Analyst,Large,Education,India,Hybrid,Junior,8.0,Ph.D,0,1,1,0,1,97.3k,4,2024,Moderate,3
Data Engineer,Medium,E-commerce,Australia,Hybrid,Unknown,1.0,Ph.D,0,1,1,0,Yes,104811,7,2023,urgent,0
Business Analyst,Large,E-commerce,United State America,Hybrid,Senior,12.0,Master's,0,1,1,1,TRUE,135462,7,UNKNOWN,HIGH,
AI Engineer,Large,Retail,Germany,Remote,Senior,7.0,Bachelor's,1,0,0,0,0,160404,0,2025,Med,3
AI Engineer,Large,E-commerce,India,Remote,Senior,5.0,Master's,0,1,,0,1,160.2k,5,2024,Low,5
Data Engineer,Large,Unknown,India,Remote,Senior,6.0,Master's,1,0,0,0,0,124620,9,2022,Low,
Data Engineer,Large,E-commerce,Canada,Onsite,Mid-level,10.0,Unknown,1,0,-1,0,1,"$101,909",0,2023,High,8
Data Analyst,Medium,Healthcare,Australia,Onsite,Mid-level,9.0,Master's,TRUE,1,0,,0,78343,4,2025,High,-9
Data Analyst,Medium,E-commerce,Canada,Unknown,Mid-level,10.0,Ph.D,1,1,No,,0,9999999,13,2021,,6
Data Analyst,Start-up,E-commerce,India,Hybrid,Senior,12.0,Ph.D,na,0,,1,0,"$117,190",,2023,medium,2
Data Engineer,Medium,Healthcare,Canada,Hybrid,Unknown,4.0,Master's,,0,0,0,1,59507,6,2026,Low,6
Data Scientist,Medium,Education,Singapore,Hybrid,Senior,5.0,Ph.D,1,0,1,0,0,115355,12,2025,,5
Data Engineer,Large,Education,Canada,Hybrid,Senior,11.0,Ph.D,0,0,1,0,0,119912,8,2022,Medium,4
Data Engineer,Medium,Retail,Australia,Onsite,Senior,6.0,Ph.D,1,,No,1,0,117745,1,2026,Low,4
Data Engineer,Start-up,Unknown,United State America,Onsite,Junior,10.0,Master's,0,1,0,Yes,1,71482,1,2022,Medium,6
AI Engineer,Unknown,Education,Australia,Remote,Junior,10.0,Master's,1,No,0,1,1,112308,10,2025,URGENT,7
Data Scientist,Start-up,IT,United State America,Hybrid,Senior,8.8,Master's,0,1,0,1,,110945,9,2024,Medium,5
Data Engineer,Large,Education,India,Remote,Senior,12.0,Master's,0,0,,1,0,"$149,544",7,2024,High,1
AI Engineer,Large,Education,Canada,Remote,Junior,7.0,Bachelor's,0,0,1,1,1,,13,UNKNOWN,URGENT,7
Machine Learning Engineer,Medium,Education,Singapore,Onsite,Senior,12.0,Master's,0,,1,Yes,0,,6,2022,urgent,5
Data Scientist,Large,Healthcare,Australia,Hybrid,Senior,1.0,Ph.D,Yes,1,0,1,1,-120202,5,2025,High Priority,7
Business Analyst,Medium,Finance,Unknown,Onsite,Senior,12.0,Ph.D,1,1,0,0,0,100145,2,,High,7
AI Engineer,Large,Education,Germany,Hybrid,Senior,13.0,Ph.D,0,,0,0,1,168.7k,4,2024,high,8
Machine Learning Engineer,Start-up,Finance,Canada,Remote,Senior,11.0,Master's,1,0,1,0,0,150594,1,2026,Medium,2
Business Analyst,Medium,IT,Singapore,Hybrid,Mid-level,7.0,Ph.D,0,0,0,No,1,82260,5,2020,high,9
AI Engineer,Start-up,Education,India,Onsite,Mid-level,2.0,Ph.D,0,0,0,0,0,116270,0,2021,High,9
Data Engineer,Start-up,Retail,United Kingdom,Onsite,Mid-level,4.0,Master's,0,1,0,0,TRUE,82261,3,2025,not urgent,
Machine Learning Engineer,Large,IT,United Kingdom,Remote,Unknown,10.0,Bachelor's,-1,1,0,1,0,125068,0,2025,High,
Machine Learning Engineer,Medium,E-commerce,Singapore,Hybrid,Junior,8.0,Bachelor's,0,0,1,1,TRUE,125848,2,2025,,na
Business Analyst,Large,IT,Singapore,Onsite,Senior,2.8,Master's,1,0,2,0,1,110222,3,2020,low priority,6
Data Scientist,Medium,Retail,Unknown,Hybrid,Junior,9.0,Bachelor's,1,-1,,0,1,71126,12,2025,Med,1
Data Engineer,Medium,Retail,United Kingdom,Onsite,Senior,6.0,Master's,0,0,0,1,0,118847,3,2020,not urgent,2
Data Engineer,Large,Healthcare,Canada,Hybrid,Unknown,13.0,Ph.D,0,0,0,1,0,,12,2021,Medium,1
Business Analyst,Large,Healthcare,India,Remote,Mid-level,7.0,Master's,1,1,No,1,UNKNOWN,119168,11,2026,Low Priority,6
Data Scientist,Medium,Healthcare,Germany,Remote,Mid-level,7.0,Bachelor's,1,,0,1,0,92027,2,2024,HIGH,7
Data Analyst,Large,Education,Australia,Remote,Senior,7.0,Ph.D,1,1,1,-1,1,158622,10,2021,High,6
Data Scientist,Start-up,Retail,Canada,Hybrid,Mid-level,2.0,Unknown,0,1,0,0,0,78572,12,2022,High,7
AI Engineer,Large,IT,India,Hybrid,Mid-level,6.0,Bachelor's,-1,0,0,0,0,113621,Feb,2020,Low,1
Machine Learning Engineer,Large,Finance,United Kingdom,Hybrid,Mid-level,8.0,Master's,0,0,0,2,0,125121,9,2020,Med,4
AI Engineer,Medium,E-commerce,Singapore,Remote,Senior,7.0,Bachelor's,0,1,1,1,0,167366,10,2026,High,0
Data Engineer,Large,Finance,Germany,Onsite,Junior,7.0,Master's,No,0,0,1,0,60206,4,2025,High,7
Machine Learning Engineer,Large,E-commerce,United State America,Hybrid,Mid-level,7.0,Ph.D,1,0,0,0,0,110872,3,2021,High,9
Data Analyst,Large,Healthcare,United Kingdom,Hybrid,Senior,14.0,Bachelor's,0,1,0,1,1,125271,7,2023,Med,2
Business Analyst,Start-up,Retail,Australia,Onsite,Mid-level,6.0,Ph.D,1,1,1,1,1,113421,9,2024,HIGH,3
AI Engineer,Large,IT,United State America,Hybrid,Mid-level,1.0,Master's,0,0,0,1,FALSE,146186,9,2022,Low,6
AI Engineer,Start-up,Healthcare,United State America,Onsite,Senior,14.0,Ph.D,Yes,1,1,1,0,170320,4,2026,High,2
Data Scientist,Start-up,IT,United Kingdom,Onsite,Junior,6.0,Master's,1,na,0,1,0,69475,,2026,Urgent,8
AI Engineer,Medium,Finance,Australia,Onsite,Senior,9.0,Master's,1,1,1,-1,1,175839,3,2023,,5
AI Engineer,Large,E-commerce,Germany,Remote,Unknown,10.0,Bachelor's,0,0,-1,FALSE,1,118532,5,2022,Medium,
Data Scientist,Start-up,IT,Singapore,Hybrid,Senior,1.0,Master's,No,1,0,0,0,103469,1,2023,Low,3
Data Engineer,Large,E-commerce,Singapore,Onsite,Senior,3.0,Master's,1,1,,,0,117.7k,6,2023,Low,5
Business Analyst,Large,Finance,Australia,Remote,Junior,2.0,Ph.D,1,1,1,1,Yes,,1,2025,High,8
Machine Learning Engineer,Large,Finance,United Kingdom,Hybrid,Junior,8.0,Bachelor's,0,0,2,0,1,118017,13,2024,Medium,3
AI Engineer,Large,IT,Singapore,Hybrid,Junior,12.0,Master's,TRUE,0,0,,0,"$107,015",9,2020,Medium,2
Data Scientist,Large,Healthcare,Australia,Onsite,Junior,12.7,Master's,TRUE,1,1,1,0,95539,10,2024,High,5
Machine Learning Engineer,Large,Education,Germany,Hybrid,Senior,8.0,Ph.D,1,1,TRUE,1,0,170722,7,2024,High,5
Data Engineer,Large,Healthcare,Canada,Onsite,Junior,3.0,Master's,0,0,1,TRUE,-1,-83703,10,2022,,2
Data Scientist,Medium,Retail,Canada,Hybrid,Senior,10.0,Master's,1,1,0,,0,116432,8,2025,medium,1
Data Analyst,Large,IT,United Kingdom,Onsite,Senior,7.0,Ph.D,-1,0,0,1,0,134968,7,2026,medium,6
Data Scientist,Large,Finance,Singapore,Remote,Mid-level,7.0,Bachelor's,-1,0,-1,0,0,110318,9,2023,Low,2
Data Scientist,Large,E-commerce,Unknown,Onsite,Senior,13.0,Bachelor's,1,0,,1,1,135190,2,2021,Urgent,9
Machine Learning Engineer,Start-up,Finance,Unknown,Remote,Senior,7.0,Bachelor's,1,1,1,1,-1,182.1k,3,2026,urgent,-7
Machine Learning Engineer,Medium,E-commerce,Australia,Onsite,Junior,7.0,Ph.D,1,0,1,0,1,113480,10,2025,low,5
Data Engineer,Large,Education,Singapore,Onsite,Senior,14.0,Master's,0,1,1,1,1,163288,1,,High,5
Data Engineer,Large,Finance,Canada,Onsite,Junior,10.0,Bachelor's,0,1,,FALSE,1,71634,3,2024,High,8
Data Engineer,Medium,Retail,Unknown,Hybrid,Junior,6.0,Bachelor's,1,0,0,0,0,54905,2,,,7
Data Analyst,Medium,Unknown,Germany,Onsite,Mid-level,8.0,Master's,1,1,1,1,0,104680,4,2023,High,2
AI Engineer,Large,Unknown,United State America,Remote,Mid-level,1.0,Bachelor's,0,0,Yes,1,1,176428,1,2022,High,6
AI Engineer,Large,IT,Canada,Remote,Fresher,12.0,Unknown,0,1,0,1,0,103129,9,,Med,6
AI Engineer,Medium,E-commerce,United State America,Remote,Senior,6.0,Ph.D,0,1,0,1,1,167196,UNKNOWN,2026,not urgent,1
Data Engineer,Start-up,Finance,India,Hybrid,Junior,5.0,Ph.D,0,0,1,0,0,0,8,2022,Low,-5
AI Engineer,Medium,Education,Germany,Onsite,Junior,11.0,Bachelor's,0,0,,0,0,104837,4,2023,Medium,5
Data Scientist,Large,Healthcare,United State America,Hybrid,Mid-level,0.0,Master's,0,TRUE,0,,1,80309,9,2023,urgent,9
Machine Learning Engineer,Large,Unknown,Australia,Hybrid,Senior,7.6,Ph.D,0,1,0,1,0,159234,12,2022,HIGH,9
Business Analyst,Large,Finance,Germany,Onsite,Junior,7.0,Ph.D,0,1,-1,0,1,79125,0,2023,Moderate,3
Business Analyst,Large,IT,United Kingdom,Hybrid,Senior,6.0,Ph.D,1,0,1,1,1,,2,2024,High,8
Machine Learning Engineer,Unknown,Finance,United State America,Hybrid,Junior,6.0,Bachelor's,0,1,0,1,1,136273,2,2023,LOW,1
AI Engineer,Large,Retail,India,Hybrid,Junior,7.0,Master's,1,0,1,0,1,131624,3,2023,urgent,9
Data Analyst,Large,IT,Canada,Hybrid,Mid-level,7.0,Unknown,,1,1,1,,102199,,2023,High,5
AI Engineer,Medium,E-commerce,Australia,Onsite,Mid-level,4.0,Ph.D,1,1,TRUE,1,1,"$153,739",10,2023,na,9
Data Engineer,Large,Education,India,Hybrid,Mid-level,12.0,Master's,0,0,1,0,,,4,2025,MEDIUM,4
Business Analyst,Unknown,Unknown,United Kingdom,Onsite,Senior,7.0,Ph.D,1,1,-1,0,0,"$115,964",9,2023,urgent,7
Data Scientist,Large,IT,Canada,Unknown,Junior,8.0,Bachelor's,1,1,,0,0,86079,Aug,2021,High Priority,8
AI Engineer,Large,Finance,Singapore,Unknown,Junior,11.0,Master's,Yes,1,0,Yes,1,119963,11,2025,moderate,6
Data Analyst,Large,Education,United State America,Onsite,Senior,7.0,Master's,1,0,1,1,,-152914,8,2023,High,6
Machine Learning Engineer,Large,Retail,Canada,Hybrid,Junior,10.0,Master's,0,1,1,1,1,0,5,2026,High,4
Data Scientist,Large,Unknown,Germany,Hybrid,Junior,1.0,Bachelor's,2,0,0,1,1,91798,3,2020,Low,6
Data Engineer,Medium,Healthcare,United Kingdom,Onsite,Junior,7.0,Master's,No,2,1,0,0,64749,8,2026,High,8
Machine Learning Engineer,Large,Retail,United State America,Onsite,Unknown,5.0,Ph.D,0,1,0,1,0,127312,,2024,Low,5
Data Scientist,Large,Unknown,Singapore,Remote,Junior,13.0,Bachelor's,1,1,TRUE,0,0,67138,8,2021,High,8
Business Analyst,Start-up,E-commerce,United Kingdom,Remote,Junior,6.0,Master's,FALSE,1,,2,1,73746,4,2021,Low,5
AI Engineer,Large,Healthcare,United State America,Remote,Junior,2.0,Bachelor's,0,-1,1,1,0,122866,6,2023,High,-6
