Job ID,JobTitle,Company Size,company_Industry,Country,Remote Type,Exp. Level,Years_Experience,Education  Level,Skills - Python,Skills - SQL,Skills - ML,Skills-DeepLearning,skills_Cloud,Salary (USD),Posting Month,posting_Year,Hiring Urgency,Job Openings,data_source,notes,_temp
4961,Data âScientist,MNC,E Commerce,US,Onsite,Entry,11,Master,1,1,0,1,1,91833,5,2026,High,7,,,0.34285
7548,business analyst,Startup,Health Care,Canada,Hybrid,Entry Level,null,Bachelor,1,1,1,1,1,88833,11,2024,urgent,7,UNKNOWN,???,0.614048
2725,data scientist,MNC,Ecommerce,AUS,hybrid work,Jr,11,Master,0,1,1,0,1,94149,,2020,Moderate,3,duplicate?,DUPLICATE,0.532887
10235,Machine Learning Engineer,MEDIUM,Retail,SGP,Remote,Senior,5,NONE,0,2,1,1,No,172239,6,2024,High,7,duplicate?,needs review,0.288888
1582,Data Engineer,Startup,RETAIL,n/a,Hybrid,snr,8,phd,1,0,1,0,1,127860,6,2020,moderate,6,manual_entry,TODO,0.510209
9896,AI Engineer,Startup,E-commerce,Singapore,hybrid,Entry Level,7.3,Master,0,1,1,1,1,133645,10,2021,--,1,api_pull,,0.361222
8731,unknown,medium,Technology,NaN,Hybrid,Mid,None,UNKNOWN,0,0,1,0,--,85489,9,2025,n/a,5,manual_entry,,0.340509
2005,Data Scientist,MNC,technology,?,Hybrid,Entry Level,10,Master,1,0,1,1,1,114991,Mar,2021,Urgent,4,api_pull,,0.544957
8109,MachineÂ  Learning Engineer,enterprise,Retail,Canada,Remote,SENIOR,7,Phd.,0,0,0,Yes,nan,157000,12,2022,High,UNKNOWN,,,0.817943
3460,AI engineer,Startup,Retail,#N/A,Hybrid,Entry,9,PhD,na,1,TRUE,0,1,115204,10,2022,medium,5,api_pull,???,0.75456
2360,Machine Learning Engineer,Enterprise,Technology,INDIA,Hybrid,Entry,7,MASTER,0,1,1,1,-1,0,13,2023,Urgent,6,UNKNOWN,#REF!,0.442489
10141,Bussiness Analyst,Multinational,Healthcare,IN,Hybrid,Entry,999,PhD,Not Available,0,0,-,1,84018,10,2026,Medium,-,duplicate?,DUPLICATE,0.123418
6489,ML Eng.,Enterprise,Tech,India,Onsite,Entry,8,P.H.D,-1,0,FALSE,1,1,113225,4,2020,None,-8,UNKNOWN,DUPLICATE,0.82555
7501,Machine Lerning Engineer,Medium Sized,Technology,SG,Hybrid,Senior,14,Bachelor,1,--,1,1,1,175574,8,NA,Urgent,7,UNKNOWN,,0.173049
9790,Business Analyst,Startup,Finance,Germany,Hybrid,Mid-Level,1,Maters,1,0,0,1,1,103907,3,2020,High,Not Available,duplicate?,???,0.002897
6026,data analyst,STARTUP,HEALTHCARE,USA,Onsite,Not Available,3,Bachelor,1,No,0,0,1,87452,5,2024,Low,3,manual_entry,,0.734648
9910,Business Analyst,Enterprize,--,USA,Hybrid,Mid,,na,0,0,TRUE,1,0,105.0k,2,2026,Urgent,unknown,web_scrape,,0.263884
6661,DATA SCIENTIST,Medium,Retl,UK,--,Senior,10,Master,1,0,NULL,1,Yes,129338,4,2025,Medium,n/a,api_pull,DUPLICATE,0.82952
6148,Data Engneer,MNC,Health Care,Germany,Remote,Entry,12,Master,1,0,0,0,0,67307,7,2023,Moderate,2,UNKNOWN,,0.756739
,unknown,MNC,Finance,Canda,HYBRID,MID,0,Master,0,0,0,1,NA,,Nov,2021,High,9,manual_entry,,0.265403
4708,business analyst,Startup,,UK,Fully Remote,Mid Level,5,Masterss,0,TRUE,0,1,0,90741,2,2024,Low,2,manual_entry,???,0.514488
,M.L. Engineer,Startup,Healthcare,Inda,Remote,Entry Level,4,Batchelor,NA,0,No,0,0,92580,0,2021,Low,3,duplicate?,needs review,0.137257
1129,Data Engineer,Medium Sized,Technology,usa,Remote,--,11,Master,N/A,0,0,2,0,na,7,2024,High,8,,,0.886542
9607,Data Scienist,Medium,Finance,Australia,Hybrid,Senior,,master's,0,0,0,0,1,106224,n/a,2021,HIGH,7,manual_entry,,0.507752
5342,Data Engineer,M.N.C.,Finance,Singapore,Onsite,Senior,11,Bachelor,1,0,0,0,0,N/A,6,2025,High,-8,web_scrape,,0.035011
461,Data Analyst,Medium,Healthcare,INDIA,Hybrid,Sr.,7,ph.d.,1,1,0,1,TRUE,"$120,192",4,2025,Low,6,,???,0.090044
3944,Business Analyst,MNC,Finance,Canada,Remote,Mid-Level,nan,PhD,NONE,1,1,1,0,124677,11,2021,High,null,manual_entry,#REF!,0.027671
9250,Biz Analyst,-,E-commerce,,Work From Home,Senior,11,Bachelor,1,None,1,0,1,125199,1,2025,#N/A,3,api_pull,needs review,0.157697
5028,Machine Learning Engineer,mnc,RETAIL,USA,Work From Home,Mid Level,13,Master,Not Available,1,0,1,0,154097,6,2020,Medium,6,duplicate?,,0.369646
8126,machine learning Engineer,Startup,Healthcare,USA,On-site,mid,NA,Master,1,1,0,1,1,141622,13,2023,Low,5,UNKNOWN,DUPLICATE,0.765606
9466,AI Engineer,MNC.,Education,Canada,In-Office,mid-level,2,Bachelor,0,0,No,0,1,149721,13,2023,Low,-3,web_scrape,,0.106515
4614,data_engineer,enterprise,null,India,Hybrid,entry,14,Phd.,0,1,0,0,0,#N/A,12,2021,moderate,4,manual_entry,,0.783079
3076,Data Scienist,MNC,Education,unknown,hybrid,mid,Not Available,PhD,0,UNKNOWN,0,0,1,106105,9,2023,URGENT,7,UNKNOWN,???,0.947643
7103,DATA ENGINEER,--,E-commerce,US,Hybrid,Senior,12,PhD,UNKNOWN,1,null,1,1,9999999,8,2022,URGENT,9,manual_entry,#REF!,0.32173
7845,Business Analyst,Medium,Healthcare,Australia,Hybrid,senior,0,Master,0,1,0,0,0,101473,2,2025,High,8,,TODO,0.020407
None,Data Engineer,Med,NULL,USA,Work From Home,Mid,12,Bachelor,1,1,1,0,1,98102,Apr,2020,high,9,api_pull,needs review,0.853062
NONE,Business Analyst,ENTERPRISE,Finance,australia,Remote,Entry,9,?,1,0,0,1,#N/A,69243,10,2026,High Priority,8,,DUPLICATE,0.194728
4972,business analyst,Enterprise,Finance,USA,In-Office,Senior,3,M.S.,1,1,0,1,1,122765,10,2023,low priority,6,api_pull,TODO,0.622772
1369,Business Analyst,M.N.C.,E-commerce,Singapore,unknown,Senior,2,Master,0,1,1,0,1,143892,8,na,High,9,api_pull,#REF!,0.2212
9785,ML Engineer,med,Healthcare,Germany,hybrid work,Mid,14,Master,1,0,0,1,0,133038,Feb,2026,Medium,2,api_pull,TODO,0.115036
1728,data_scientist,Enteprise,Retail,USA,Onsite,junior,1,UNKNOWN,0,0,0,0,0,"$50,481",10,NA,High,8,manual_entry,needs review,0.049397
4398,machine learning Engineer,StartUp,Retaiâl,Australia,Onsite,UNKNOWN,11,Bachelor,1,N/A,1,1,1,$nan,Feb,2022,URGENT,nan,manual_entry,,0.008732
5970,data_analyst,start-up,H&#39;ealthcare,Bharat,Hybrid.,Junior,6,Master,1,NONE,0,0,null,null,6,2025,High,7,manual_entry,DUPLICATE,0.624742
5570,AI Engineer,Startup,na,UK,Hybrid,Senior,2,Maters,1,1,1,1,na,178384,13,2020,NULL,7,api_pull,???,0.746199
,machine learning Engineer,M.N.C.,Education,singapore,REMOTE,Senior,3,Master,0,--,1,Yes,0,194486,1,2023,High,6,UNKNOWN,needs review,0.638196
7141,Data Engineeer,Multinational,Technology,U.K.,nan,mid,10,Bachelor,1,1,1,0,1,124.8k,9,2024,HIGH,7,duplicate?,,0.923508
2881,Data Engineer,ENTERPRISE,Retial,--,Onsite,Mid Level,14,Master,0,2,0,0,1,-88054,8,2026,High,-7,web_scrape,,0.02624
ID_720,data analyst,start-up,tech,CANADÂ A,Hybrid,?,0,Master,1,2,0,0,0,99428,6,2020,Low,1,duplicate?,???,0.664222
2989,DATA SCIENTIST,enterprise,ecommerce,US,Onsite,snr,8,P.H.D,unknown,-1,1,not available,1,144448,9,2021,NaN,2,web_scrape,needs review,0.970989
,--,Medium,-,India,ONSITE,Junior,7,BS,1,0,TRUE,null,0,82920,11,2024,High,1,api_pull,TODO,0.485333
6863,business analyst,ENTERPRISE,NA,Germany,ONSITE,unknown,1,Bachelor,unknown,0,1,1,1,113960,10,2024,High,9,web_scrape,,0.491435
99,Data Anaylst,M.N.C.,E-commerce,None,in-office,Entry,5,Master,1,0,1,0,1,98044,10,2026,High,9,duplicate?,needs review,0.64796
5002,Data Scientist,Start-up,-,None,Onsite,entry level,6.0 years,PhD,0,1,-1,2,1,89376,-,2020,URGENT,?,manual_entry,,0.82351
7287,BusineÃss Analyst,Enteprise,Finance,Canada,Hybrd,mid,2,BACHELOR,NA,1,1,1,0,0,3,2023,High,-4,manual_entry,???,0.659681
9920,Data Engineer,Enterprise,financial,aussie,hybrid,Mid,0,Master,0,0,0,0,1,84976,-,2021,Low,5,duplicate?,#REF!,0.906246
1931,Data Scientist,enterprise,Healthcare,US,Hybrid,Sr.,8,Bachelor,0,Yes,0,0,0,"$101,731",NONE,2022,moderate,4,UNKNOWN,,0.648268
10325,Data  Engineer,MEDIUM,Ecommerce,Singpore,Onsite,entry,7,Masterss,0,0,0,0,1,56467,12,2026,High,8,manual_entry,,0.564906
1058,Data  Analyst,multinational,Fnance,U.K.,Remote,Mid,13,MS,null,1,1,1,0,127443,2,2026,high,3,,,0.966975
2640,Business Analyst,?,Tech,US,Remote,intermediate,5,BACHELOR,0,No,0,0,0,76.4k,8,2026,URGENT,7,UNKNOWN,,0.44998
4643,Data Engineer,medium,Fin,N/A,Fully Remote,Mid,-1,None,0,0,1,0,1,97.6k,10,2020,low,6,web_scrape,#REF!,0.123833
,AI Engineer,MNC,E-commerce,Australia,On-site,nan,13,Bachelor,1,1,-1,-,1,168405,10,2023,High,9,,DUPLICATE,0.804982
5451,data_scientist,N/A,Technology,Australia,Hybrid,Sr.,2,PhD,0,1,1,0,0,112702,1,2026,High,8,,,0.132756
7757,data analyst,Startup,Retial,australia,wfh,Entry,nan,PhD,0,0,#N/A,null,0,not available,10,unknown,Low,4,web_scrape,DUPLICATE,0.376016
7245,Machine Learning Engineer,MNC.,Tech,Canada,Hybrid,entry-level,0,null,0,N/A,1,1,-,154511,8,2023,High,4,UNKNOWN,,0.09541
null,Machine Learning Engineer,None,financial,USA,Hybrid,Mid,999,PhD,0,0,0,0,Yes,9999999,2,2026,not urgent,3,duplicate?,???,0.751673
6175,Machine Learning Engineer,STARTUP,tech,Singapore,hybrid,mid level,2,Bachelor,1,0,1,1,1,153355,8,2020,high,9,api_pull,TODO,0.078122
6867,Machine Learn&#39;ing Engineer,Medium,Retail,Germany,Fully Remote,Senior,999,PhD,0,FALSE,0,0,1,151976,8,2020,High,?,,,0.708341
3723,ML Engineer,Startup,financial,Germany,Remote,Entry,4,PhD,FALSE,1,1,1,0,"$116,750",7,2025,High,Not Available,duplicate?,TODO,0.151673
,not available,None,Retail,USÂ A,Hybrid,Sr,9,PhD,1,2,1,1,0,151785,11,2024,High,6,duplicate?,,0.259832
4513,None,MNC,Finance,Canada,onsite,Senior,4,Bachelors,1,1,1,1,No,146397,0,2020,HIGH,5,manual_entry,???,0.452825
9638,#N/A,MNC,unknown,UK,Onsite,MID,-12,PhD,0,0,1,1,0,UNKNOWN,6,2021,URGENT,6,api_pull,DUPLICATE,0.13967
4874,Data Analyst,M.N.C.,Healthcare,NA,Fully Remote,Entry,13.8,Bachelor,0,0,1,,0,88725000,7,2023,high,8,UNKNOWN,,0.128449
8747,AI Engineer,Enterprise,Retail,Can,Hybrid,mid,0,BS,1,0,1,Yes,1,151285,5,2022,nan,4,,TODO,0.038944
6998,na,mnc,unknown,Canada,Onsite,Entry Level,12,Batchelor,0,-1,0,0,1,119450,12,2022,Med,3,api_pull,#REF!,0.87452
JOB-10054,data scientist,Start-up,--,Canada,Hybrid,Mid,0,PhD,0,1,0,0,--,87.7k,12,2020,High,9,UNKNOWN,needs review,0.141659
ID_6024,data analyst,Enterprise,Retail,UK,Hybrid,Senior,4,PhD,0,1,1,1,1,138055,6,2026,High,9,duplicate?,DUPLICATE,0.971763
7017,Business Analyst,Enterprise,healthcare,Germany,Onsite,Entry Level,11.0 years,Master,1,0,1,NONE,1,NA,2,2022,URGENT,1,UNKNOWN,DUPLICATE,0.873783
9457,Business Analyst,Startup,ÃÂ©edu,australia,Onsite,junior,8,B.S.,2,0,0,na,1,78835,4,2020,Med,1,manual_entry,TODO,0.640066
6613,Data Engineer,Medium,health care,India,Remote,sr,13,PhD,0,0,0,0,TRUE,109240,10,2024,medium,1,,needs review,0.418965
not available,AI Eng,Enterprise,Technology,USA,hybrid,fresher,13,PhD,FALSE,1,0,1,1,114339,10,2021,Medium,5,api_pull,DUPLICATE,0.565554
7772,Data Scientist,MNC,Finance,IN,Onsite,Entry,-13,Master,1,0,0,1,1,96938,1,2026,Med,-6,api_pull,DUPLICATE,0.56197
8579,Machine learning engineer,start-up,Retail,united states,Remote,Senior,11,NA,-1,n/a,1,1,0,171965,3,2025,High,1,api_pull,#REF!,0.914198
3007,AI  Engineer,Enterprize,Finance,--,nan,SENIOR,5,unknown,1,,1,-1,0,170020,0,2023,UNKNOWN,8,UNKNOWN,???,0.251273
6644,DATA SCIENTIST,Medium,E-commerce,#N/A,Remote,Sr.,999,MASTER,Yes,1,0,0,0,"$98,664",UNKNOWN,2020,medium,6,manual_entry,,0.097597
5223,Data Scientist,Enterprise,E-commerce,Britain,Not Available,Senior,8,Batchelor,1,0,1,1,1,138483,1,2023,Urgent,9,,#REF!,0.710623
6754,DATA ANALYST,mnc,Technology,Singapore,Onsite,senior,1.1,P.H.D,0,1,0,1,0,139930,,2020,High,9,,#REF!,0.505774
1637,AI Engineer,enterprise,Retail,Canada,NONE,Senior,NA,Masterss,1,1,1,1,1,176970,5,2022,URGENT,3,UNKNOWN,,0.255255
1592,Data Scientist,multinational,Finance,US,hybrid,Entry,-4,phd,0,not available,1,1,0,103414,11,2025,nan,0,,???,0.360992
328,Data Engineer,MNC,Technology,India,Remote,Entry,4,Bachelor,0,1,1,0,-1,"$85,710",5,2023,low priority,3,,???,0.586673
3926,ML engineer,Enterprize,Technology,SG,Hybrid,Entry,-9,Master,1,0,1,1,0,116725,3,2026,Urgent,3,,DUPLICATE,0.629151
3756,Data Analyst,Startup,FINANCE,Singapore,Hybrid,Junior,0,PhD,1,1,1,0,1,76781,9,2021,Low,4,duplicate?,,0.438183
2225,AI Eng,MNC,teÃÂ©ch,Singapore,Remote,Senior,-,PhD,0,1,0,na,1,172174,12,2026,n/a,3,duplicate?,,0.87289
not available,Not Available,Medium,Education,India,n/a,snr,4,Doctor,null,0,0,0,0,na,7,2021,Low Priority,4,duplicate?,needs review,0.467922
8820,data engineer,Medium,E Commerce,CANADA,Onsite,mid,14,Master,1,0,1,1,0,109941,13,2020,Urgent,1,web_scrape,,0.570526
158,AI  Engineer,Medium,EDUCATION,USA,office,mid level,13,PHD,1,1,1,Yes,1,not available,9,NONE,High,4,api_pull,,0.22611
2744,AI Engineer,Medium,Retl,Can,On Site,mid-level,5,PhD,1,0,1,1,1,nan,4,2023,URGENT,2,web_scrape,,0.865126
2166,AI Engineer,start-up,Tech,India,Onsite,N/A,9,master's,1,0,0,0,1,127146,0,2025,High,8,api_pull,,0.902132
4876,Data  Scientist,Multinational,ECOMMERCE,India,Hybrid,Senior,3,PhD,0,0,1,1,1,0,6,2025,High,3,manual_entry,#REF!,0.464692
8952,M.L. Engineer,Multinational,e-commerce,Singapor,,Entry Level,11,bachelor,1,0,1,1,1,"$147,230",1,2025,unknown,8,api_pull,???,0.823668
2716,Data Analyst,MNC,RETAIL,Germany,NONE,Entry,9,Master,1,TRUE,0,1,1,93.1k,11,2023,moderate,1,,,0.092994
8063,,mnc,IT,u.k,wfh,mid level,12,Phd.,0,--,1,0,None,122649,9,2022,High,8,api_pull,TODO,0.982215
8191,Data Analyst,medium,null,NULL,Hybrid,entry-level,9,PhD,0,NA,0,0,1,"$59,560",Nov,null,MEDIUM,1,UNKNOWN,needs review,0.512347
8645,AI Engineer,Medium,e-commerce,India,Hybrid,Senior,3,Bachelor,1,1,Yes,0,0,n/a,6,2025,Low,3,manual_entry,,0.30821
1367,Business  Analyst,Enterprise,Health Care,US,On-site,Senior,2,bachelor,1,1,Not Available,FALSE,Yes,111610,3,2021,Not Available,9,manual_entry,,0.56723
1146,Machine Learning Engineer,Medium Sized,e-commerce,USA,,Senior,1.0 years,Bachelor,0,1,1,1,1,179016,5,2021,-,-3,,#REF!,0.640947
5117,AI Engineer,Medium,tech,Inda,REMOTE,Not Available,NA,unknown,0,0,0,1,1,164250,6,2023,Medium,Not Available,,???,0.333529
6718,AI Engineer,MNC,health care,Singapor,hybrid,Senior,3,NONE,1,0,0,0,1,168256,8,2022,LOW,3,duplicate?,,0.336594
null,data_engineer,Medium,Tech,singapore,Hybird,Mid,0.7,Maters,0,0,0,0,1,"$89,545",5,2020,Low,-4,UNKNOWN,TODO,0.685893
7703,Data Engineer,enterprise,Fin,USA,unknown,Senior,3,PhD,1,1,1,0,1,122658,13,2022,not urgent,2,UNKNOWN,,0.824943
,-,Enterprise,Healthcare,Canada,Hybrid,Entry,7,Bachelors,1,Yes,0,1,1,NONE,0,2023,Low,1,web_scrape,needs review,0.014905
2755,AI Engineer,Medium,Education,aussie,Fully Remote,unknown,10,PhD,1,1,1,0,0,102.3k,8,2020,High,7,web_scrape,#REF!,0.258225
248,Machine Learning Engineer,Enterprise,Finance,Bharat,Hybrd,Mid Level,14.0 years,Master,1,0,0,1,0,"$127,092",3,2022,Medium,2,UNKNOWN,DUPLICATE,0.353281
2347,Data Analyst,Medium,Financial,GERMANY,Onsite,Mid-Level,5,Batchelor,0,1,0,0,0,72499,6,2024,Urgent,-7,web_scrape,,0.223484
255,AI Engineer,MNC,?,India,Onsite,SENIOR,2,bachelor,0,,1,1,1,203662,10,2024,High,3,,???,0.566435
4578,ML Eng.,StartUp,E-commerce,Australia,Remote,Mid Level,-1,?,0,1,1,1,0,149.1k,1,2020,HIGH,-5,duplicate?,TODO,0.266123
6513,Data Analyst,StartUp,Retail,ÃUSA,Onsite,Entry,999,UNKNOWN,UNKNOWN,1,0,0,0,52725000,8,2022,Medium,4,UNKNOWN,???,0.135282
7549,business analyst,Enterprise,ECOMMERCE,Canada,On-site,Entry,1,Master,1,1,2,0,1,61014,3,2023,LOW,4,api_pull,#REF!,0.300343
265,Data Scientist.,MNC,E-commerce,Aus,--,not available,-8,B.S.,0,1,1,1,0,154433,4,2021,URGENT,7,manual_entry,#REF!,0.099586
1399,Business Analyst,multinational,ecommerce,Australi,Hybrid,MID,10,PhD,#N/A,0,0,0,1,105789,4,2026,Medium,3,UNKNOWN,#REF!,0.901337
4657,business analyst,Medium,Education,UK,Onsite,Entry,10.0 years,BACHELOR,1,nan,1,1,1,93704,9,2023,Urgent,6,duplicate?,,0.312349
9147,#N/A,Enterprise,e-commerce,Canada,Onsite,Senior,11,Maters,1,1,0,1,1,-129201,13,2021,High,8,manual_entry,#REF!,0.77275
-,Data Scienist,medium,Education,India,ONSITE,Jr,0,bachelor's,0,1,TRUE,1,na,83715,12,2023,urgent,4,UNKNOWN,???,0.107405
,Biz Analyst,M.N.C.,Education,INDIA,Hybrid,Entry,8,PhD,0,Not Available,0,0,0,9999999,5,2023,Med,4,api_pull,#REF!,0.82701
,Business Analyst,mnc,Edu,Deuâtschland,Fully Remote,fresher,3,Master,1,-1,1,0,1,94504,9,2025,low priority,None,web_scrape,TODO,0.686261
484,AI Engineer,enterprise,education,Australia,Work From Home,senior,2,PhD,not available,1,0,0,0,135815,NaN,2022,Low,5,api_pull,,0.961903
9437,AIEngineer,MNC,Education,USA,Remote,Entry,2,P.H.D,1,1,0,1,1,0,9,2021,Low,5,manual_entry,,0.99517
5591,AI Engineer,MNC,financial,,Remote,Mid,7.3,PhD,1,0,1,Yes,1,#N/A,Jun,2023,--,-1,web_scrape,,0.801122
8023,Data Scientist,Enterprise,E-commerce,S&#39;GP,ONSITE,snr,10,Bachelor,1,-1,1,0,1,128711,7,2022,Med,1,UNKNOWN,,0.616033
8174,Data Engineeer,Medium,Healthcare,Australia,Hybrid,Entry,12,Master,1,1,0,1,-1,73023,1,2020,moderate,4,web_scrape,DUPLICATE,0.107297
2295,Bussiness Analyst,na,Retial,u.k,remote,MID,10,Master,1,0,1,0,0,85284,7,2023,not available,6,web_scrape,,0.724284
1072,Data  Engineer,ENTERPRISE,Technology,Australia,hybrid,Senior,14.3,Batchelor,Yes,0,0,0,0,0,2,2020,moderate,-3,duplicate?,,0.919831
9954,Data Engineer,Enterprise,Finance,Germany,Hybrid.,MID,6.0 years,bachelor,1,0,0,-1,0,91765,5,2022,High,0,manual_entry,,0.081896
nan,Data Scientist.,Startup,na,USA,hybrid,Senior,3,Masters,Yes,1,0,1,0,112.9k,8,2021,High,7,web_scrape,DUPLICATE,0.432906
JOB-7022,Business  Analyst,med,Ecommerce,USA,Remote,Mid,10.9,Bachelor,None,0,1,1,1,114115,0,2026,High Priority,-9,web_scrape,???,0.21412
JOB-10214,Data Scientist.,medium,,na,Hybrid,Mid,7,phd,0,0,0,1,1,99077,10,2026,High,7,duplicate?,needs review,0.230416
7657,Data Analyst,Enterprise,Finance,USA,na,Junior,9.0 years,bachelor,1,0,0,0,1,56615,8,2026,Medium,1,UNKNOWN,,0.421924
4907,Data Scientist,NaN,Healthcare,Singapore,Hybrid,Entry,13,Batchelor,1,1,0,0,,58973,1,2021,High Priority,9,,needs review,0.910324
9288,Data Analyst,Startup,Educaiton,Singapore,Onsite,Senior Level,999,Bachelor,1,0,1,1,1,n/a,13,2025,HIGH,6,api_pull,needs review,0.411373
2865,Data Engineer,MNC,RETAIL,Britain,wfh,mid,9,Master,1,No,0,1,0,112273,1,,Medium,4,duplicate?,#REF!,0.283355
9498,data engineer,Start-up,E-commerce,Germany,Remote,Entry,14,N/A,0,TRUE,Yes,1,1,91002,5,NaN,High,1,manual_entry,DUPLICATE,0.179326
1982,Data Engineer,Enterprise,Technology,Canada,In-Office,Entry,8,PhD,1,1,1,1,No,83823,Sep,2021,High Priority,4,duplicate?,TODO,0.673207
892,Data Engineer,STARTUP,ecommerce,Australia,Remote,Senior,14,PhD,0,1,0,0,na,112257,4,nan,Med,3,duplicate?,,0.64416
7499,Data Scientist,STARTUP,Ecommerce,Canada,Onsite,na,11,ph.d.,1,UNKNOWN,1,1,,90807,4,2020,High,9,api_pull,,0.000466
JOB-5897,Machine Learning Engineer,not available,Education,India,Remote,unknown,4,na,0,0,0,1,1,116205,NULL,2020,Low,5,api_pull,DUPLICATE,0.078758
9205,DATA ENGINEER,Medium,Health Care,?,onsite,Senior,null,BACHELOR,0,0,-1,NONE,1,111239,5,2022,moderate,3,UNKNOWN,,0.680775
9249,Machine learning engineer,Startup,Edu,U.K.,REMOTE,,9,Master,No,NaN,1,1,1,175212,1,2023,High,7,api_pull,#REF!,0.007454
8864,Data Scientist,Multinational,Technology,Singapor,Onsite,snr,-5,Batchelor,1,1,0,0,1,126469,12,2021,Low,6,duplicate?,DUPLICATE,0.954422
3769,data engineer,Enterprize,Healthcare,UK,Remote,Entry,12,B.S.,0,1,0,0,1,56066,9,2020,High,8,duplicate?,???,0.644264
2674,-,med,Retial,India,Onsite,junior,na,Masterss,0,1,1,1,Yes,131041,1,2024,URGENT,6,UNKNOWN,,0.381149
6737,DATA ANALYST,MNC,Education,UK,Not Available,SENIOR,6,not available,2,0,0,0,0,122504,12,2022,LOW,6,web_scrape,???,0.236898
6200,Machine Learning Engineer,Medium,Education,CAN,office,Senior,14,Master,0,-1,No,1,1,163420,8,2021,UNKNOWN,4,,,0.119284
7908,#N/A,UNKNOWN,Education,India,Remote,Senior,8,Bachelor,1,0,1,0,1,160733,9,2025,High,8,api_pull,DUPLICATE,0.964419
10277,AI Engineer,,health care,Australia,onsite,entry level,5,NULL,1,1,FALSE,1,0,105199,2,2022,urgent,7,duplicate?,#REF!,0.941946
,Bizz Analyst,MNC,Technology,Singpore,Onsite,Senior,11,PhD,1,0,1,1,0,151392,8,2023,High,7,,#REF!,0.908359
6467,Business Analyst,Enterprise,Technology,India,None,Senior,0,bachelor,1,0,1,1,1,138542,9,2024,high,9,duplicate?,needs review,0.73535
10246,Machine Learning Engineer,Enterprise,Education,Canada,Hybrid,snr,0,PHD,UNKNOWN,0,0,0,,NULL,NA,n/a,Low,4,manual_entry,???,0.746455
4748,Business Analyst,Medium,Fnance,Canda,hybrid work,Mid,0,Bachelor,1,1,1,1,0,-106713,1,2022,HIGH,6,,#REF!,0.716627
6333,AI Engineer,Multinational,Edu,Deutschland,Onsite,Mid,13.3,MASTER,No,0,1,-,0,150290,11,2025,Urgent,8,manual_entry,TODO,0.243701
8185,Data Scientist,MNC,Retail,Germany,ONSITE,Mid,13,UNKNOWN,0,1,1,1,0,120034,?,2020,URGENT,-2,api_pull,,0.924521
6274,AI Engineer,Multinational,Finance,Germany,Hybrd,Senior,14,Bachelor,?,0,2,1,0,193443,5,2026,Urgent,#N/A,web_scrape,DUPLICATE,0.084861
1332,Data Analyst,Startup,ecommerce,UK,Remote,Mid,11,Doctor,No,1,0,1,0,90371,4,2025,Medium,nan,api_pull,needs review,0.696496
8418,AI Eng,Med,IT,Germany,HYBRID,Entry,10,B.S.,Not Available,0,No,0,0,nan,11,2020,MEDIUM,6,web_scrape,DUPLICATE,0.264856
5243,Business Analyst,ENTERPRISE,Technology,Can,Hybrid,Sr.,12,Batchelor,NA,0,0,-1,1,123664,4,2025,Medium,5,,,0.443915
2562,Data Scientist,StartUp,Healthcare,DE,Onsite,Mid,0,PhD,1,0,--,0,0,77763,1,2023,Low Priority,6,manual_entry,,0.315751
,Machine Learning Engineer,N/A,E-commerce,Singapore,Hybrid,Senior,14.3,PhD,0,1,1,1,-,"$188,047",9,2020,high,2,api_pull,,0.311246
2238,Business Analyst,Med,Healthcare,Canada,office,Junior,4,None,nan,0,1,1,1,87153,10,2023,High,9,duplicate?,needs review,0.764814
5443,Data Engineer,Startup,Tech,India,hybrid work,Senior,unknown,Master,1,0,1,1,null,127561,-,?,High,na,api_pull,TODO,0.836916
7405,Data Analyst,Medium,Retial,USA,Fully Remote,fresher,7,Bachelors,1,1,0,1,0,"$62,686",n/a,2022,High,-7,,#REF!,0.918426
5021,Machine learning engineer,Multinational,TECÃHNOLOGY,UK,Onsite,Senior Level,13,Bachelor,0,1,0,0,0,155407,3,2024,Medium,2,web_scrape,TODO,0.944437
8970,Data Analyst,StartUp,Edu,Germany,Hybrid,Entry,0,PhD,1,0,0,1,1,72929,4,2022,Low,3,,???,0.623832
8053,Bussiness Analyst,Startup,Retail,united states,REMOTE,Entry,11,nan,1,0,1,0,0,65015,10,NULL,Medium,1,manual_entry,???,0.334364
6746,AIEngineer,Medium,Tech,Canada,hybrid,SENIOR,0,Bachelor,0,0,0,0,1,9999999,10,2023,?,N/A,,,0.7893
6167,Data Analyst,ENTERPRISE,E-commerce,SGP,office,junior,9,PhD,0,0,1,1,1,92368,8,2024,urgent,8,api_pull,#REF!,0.09116
3016,Data Scientist,Medium,Technology,India,Remote,Mid-Level,999,PhD,0,1,0,1,1,98640,4,2020,Medium,NA,web_scrape,TODO,0.576743
1009,Data Analyst,Multinational,NaN,Inda,Hybrid,Sr.,10,PhD,0,1,1,--,0,135265,13,2026,High,9,manual_entry,???,0.867178
8649,Data Engineer,Enteprise,Healthcare,Singapore,On Site,Mid,9,Bachelor,1,0,0,0,NA,85698,12,2025,moderate,3,duplicate?,#REF!,0.041905
8462,data analyst,M.N.C.,Technology,null,Onsite,senior,1,P.H.D,0,0,0,,0,139971,11,2021,low,6,,DUPLICATE,0.866011
