JobTitle,Company Size,company_Industry,Country,Remote Type,Exp. Level,Years_Experience,Education  Level,Skills - Python,Skills - SQL,Skills - ML,Skills-DeepLearning,skills_Cloud,Posting Month,posting_Year,Hiring Urgency,Total_Skills,advanced_skill_score,ai_specialist,exp_per_skill,experience_intensity,ml_cloud_combination,job_title_popularity,industry_frequency,premium_candidate,Salary (USD)
AI Engineer,Large,E-commerce,Australia,Unknown,Senior,4.0,Ph.D,0,0,1,0,1,12,2021,High,2,6,0,2.0,24.0,1,1679,1567,0,151779.0
Business Analyst,Large,Healthcare,United State America,Hybrid,Mid-level,12.0,Ph.D,0,0,1,1,1,12,2026,High,3,10,1,4.0,120.0,1,1714,1551,0,131379.0
AI Engineer,Large,Retail,Germany,Onsite,Junior,5.0,Bachelor's,0,1,0,1,1,1,2022,High,3,8,0,1.6666666666666667,40.0,0,1679,1494,0,116701.0
Data Scientist,Large,IT,India,Remote,Mid-level,13.0,Unknown,0,1,1,1,1,4,2025,High,4,11,1,3.25,143.0,1,1661,1611,0,119220.0
Machine Learning Engineer,Start-up,Healthcare,Singapore,Remote,Junior,9.0,Master's,0,0,0,0,1,7,2022,High,1,3,0,9.0,27.0,0,1682,1551,0,102100.0
Business Analyst,Medium,Healthcare,United Kingdom,Onsite,Mid-level,13.0,Ph.D,0,0,0,1,0,6,2022,High,1,4,0,13.0,52.0,0,1714,1551,0,86938.0
Data Engineer,Medium,Retail,Unknown,Onsite,Mid-level,8.0,Master's,0,0,1,0,0,10,2026,High,1,3,0,8.0,24.0,0,1623,1494,0,85400.0
Business Analyst,Medium,E-commerce,Unknown,Unknown,Junior,1.0,Bachelor's,0,1,1,1,0,10,2025,High,3,8,1,0.3333333333333333,8.0,0,1714,1567,0,113873.0
Data Scientist,Large,Retail,United Kingdom,Remote,Mid-level,6.0,Ph.D,0,1,0,0,1,7,2025,High,2,4,0,3.0,24.0,0,1661,1494,0,72766.0
Data Engineer,Large,Education,Canada,Onsite,Senior,5.0,Master's,1,1,1,0,1,9,2024,Low,4,9,0,1.25,45.0,1,1623,1531,0,141103.0
Data Scientist,Start-up,Retail,Canada,Remote,Junior,6.0,Master's,0,1,1,1,1,2,2024,Low,4,11,1,1.5,66.0,1,1661,1494,0,113873.0
AI Engineer,Start-up,Finance,United State America,Remote,Mid-level,3.0,Unknown,0,1,1,0,0,1,2022,Low,2,4,0,1.5,12.0,0,1679,1595,0,113873.0
Business Analyst,Large,E-commerce,India,Hybrid,Senior,12.0,Bachelor's,0,1,1,0,1,5,2022,Low,3,7,0,4.0,84.0,1,1714,1567,0,140046.0
Data Scientist,Medium,Education,Germany,Onsite,Unknown,5.0,Unknown,0,0,1,0,1,7,2021,Low,2,6,0,2.5,30.0,1,1661,1531,0,136071.0
AI Engineer,Start-up,Finance,Canada,Hybrid,Senior,3.0,Bachelor's,1,1,1,0,1,12,2023,Low,4,9,0,0.75,27.0,1,1679,1595,0,162311.0
Machine Learning Engineer,Start-up,Education,United State America,Hybrid,Senior,11.4,Ph.D,0,1,1,1,1,5,2021,High,4,11,1,2.85,125.4,1,1682,1531,1,182218.0
AI Engineer,Start-up,Healthcare,Australia,Hybrid,Mid-level,9.0,Ph.D,0,1,1,1,1,9,2022,High,4,11,1,2.25,99.0,1,1679,1551,0,152233.0
Data Analyst,Large,Healthcare,United State America,Hybrid,Mid-level,10.0,Bachelor's,0,0,0,0,0,7,2020,High,0,0,0,inf,0.0,0,1626,1551,0,72070.0
Machine Learning Engineer,Large,IT,Canada,Unknown,Senior,7.0,Ph.D,0,1,1,1,1,9,2020,High,4,11,1,1.75,77.0,1,1682,1611,1,201691.0
Data Scientist,Large,Healthcare,United State America,Onsite,Mid-level,7.0,Master's,0,0,1,0,0,8,2025,High,1,3,0,7.0,21.0,0,1661,1551,0,97517.0
Data Scientist,Start-up,Healthcare,Australia,Onsite,Mid-level,7.0,Master's,0,1,1,1,1,10,2025,High,4,11,1,1.75,77.0,1,1661,1551,0,108870.0
Business Analyst,Large,Unknown,United State America,Hybrid,Senior,4.0,Bachelor's,1,0,1,0,0,9,2025,Low,2,5,0,2.0,20.0,0,1714,676,1,212076.75
AI Engineer,Unknown,Retail,United Kingdom,Remote,Senior,6.0,Ph.D,1,1,0,0,0,7,2024,Low,2,3,0,3.0,18.0,0,1679,1494,0,113873.0
Data Engineer,Start-up,Finance,Canada,Unknown,Mid-level,10.0,Ph.D,0,1,1,1,1,6,2023,Low,4,11,1,2.5,110.0,1,1623,1595,0,117487.0
Business Analyst,Unknown,Healthcare,Australia,Unknown,Senior,13.0,Master's,1,1,1,1,1,1,2023,Low,5,13,1,2.6,169.0,1,1714,1551,0,142303.0
Data Analyst,Start-up,E-commerce,Australia,Onsite,Junior,10.0,Master's,0,1,0,0,1,1,2021,Low,2,4,0,5.0,40.0,0,1626,1567,0,70409.0
Data Scientist,Large,E-commerce,Canada,Hybrid,Senior,14.0,Master's,1,1,0,0,0,9,2021,Low,2,3,0,7.0,42.0,0,1661,1567,0,123000.0
Business Analyst,Large,Education,Germany,Onsite,Senior,12.0,Master's,1,1,0,0,0,4,2024,Low,2,3,0,6.0,36.0,0,1714,1531,1,212076.75
Machine Learning Engineer,Start-up,Retail,Singapore,Hybrid,Junior,10.0,Bachelor's,0,0,1,0,0,3,2020,Low,1,3,0,10.0,30.0,0,1682,1494,0,103747.0
AI Engineer,Large,Finance,Canada,Onsite,Junior,12.0,Bachelor's,0,0,1,0,0,10,2024,Low,1,3,0,12.0,36.0,0,1679,1595,0,104798.0
Data Analyst,Large,Retail,Singapore,Hybrid,Senior,11.0,Ph.D,0,0,1,0,1,10,2023,Low,2,6,0,5.5,66.0,1,1626,1494,0,143084.0
Data Analyst,Start-up,IT,United State America,Onsite,Mid-level,4.0,Ph.D,1,0,0,1,0,3,2025,Low,2,6,0,2.0,24.0,0,1626,1611,0,93307.0
Data Analyst,Large,Healthcare,Australia,Hybrid,Junior,8.8,Ph.D,0,1,1,0,1,9,2020,Low,3,7,0,2.9333333333333336,61.60000000000001,1,1626,1551,0,61004.0
Data Engineer,Start-up,IT,India,Remote,Mid-level,0.0,Bachelor's,1,1,1,0,1,12,2024,Low,4,9,0,0.0,0.0,1,1623,1611,0,97364.0
Data Engineer,Start-up,Finance,India,Onsite,Junior,10.0,Ph.D,0,0,1,0,0,7,2025,Low,1,3,0,10.0,30.0,0,1623,1595,0,80025.0
Business Analyst,Large,IT,Germany,Remote,Mid-level,14.0,Ph.D,0,0,1,0,1,1,2025,Low,2,6,0,7.0,84.0,1,1714,1611,0,115779.0
Machine Learning Engineer,Large,IT,India,Onsite,Junior,5.0,Master's,0,0,0,0,1,1,2021,Low,1,3,0,5.0,15.0,0,1682,1611,0,100141.0
Data Engineer,Start-up,Finance,Canada,Onsite,Senior,7.0,Ph.D,0,1,1,1,1,11,2026,Low,4,11,1,1.75,77.0,1,1623,1595,0,137564.0
Data Analyst,Medium,Healthcare,United Kingdom,Remote,Junior,1.0,Ph.D,1,1,1,0,1,3,2024,Low,4,9,0,0.25,9.0,1,1626,1551,0,74637.0
Business Analyst,Large,Finance,Canada,Hybrid,Mid-level,14.0,Master's,1,0,1,0,1,1,2021,Low,3,8,0,4.666666666666667,112.0,1,1714,1595,0,119679.0
AI Engineer,Medium,Healthcare,Unknown,Remote,Senior,6.0,Master's,0,0,1,1,0,6,2025,Low,2,7,1,3.0,42.0,0,1679,1551,1,167042.0
Business Analyst,Large,E-commerce,United Kingdom,Remote,Senior,9.0,Master's,1,1,1,0,0,1,2021,Medium,3,6,0,3.0,54.0,0,1714,1567,0,99595.0
Data Engineer,Large,Education,Canada,Unknown,Mid-level,8.0,Ph.D,0,1,1,0,1,2,2022,Medium,3,7,0,2.6666666666666665,56.0,1,1623,1531,0,123308.0
Business Analyst,Medium,Healthcare,Germany,Onsite,Senior,7.0,Master's,0,1,0,0,0,8,2024,Medium,1,1,0,7.0,7.0,0,1714,1551,0,116856.0
Business Analyst,Large,Education,Australia,Remote,Junior,11.0,Ph.D,0,1,1,1,1,1,2026,Medium,4,11,1,2.75,121.0,1,1714,1531,0,108119.0
Data Scientist,Large,Healthcare,United Kingdom,Hybrid,Junior,7.0,Master's,1,1,1,0,0,8,2023,Medium,3,6,0,2.333333333333333,42.0,0,1661,1551,0,67733.0
Data Engineer,Large,Retail,Canada,Hybrid,Unknown,10.0,Ph.D,0,1,0,0,0,4,2021,Medium,1,1,0,10.0,10.0,0,1623,1494,0,115900.0
Data Analyst,Large,Retail,United Kingdom,Remote,Junior,14.0,Master's,0,1,1,1,1,10,2020,Medium,4,11,1,3.5,154.0,1,1626,1494,0,84029.0
Data Analyst,Medium,IT,Australia,Hybrid,Senior,7.0,Master's,1,1,1,0,0,6,2025,Medium,3,6,0,2.333333333333333,42.0,0,1626,1611,0,117200.0
Data Scientist,Start-up,Education,Canada,Hybrid,Mid-level,6.0,Unknown,1,1,0,1,1,12,2020,Low,4,10,0,1.5,60.0,0,1661,1531,0,88738.0
AI Engineer,Large,IT,United State America,Onsite,Senior,0.0,Bachelor's,0,1,0,0,1,9,2020,Low,2,4,0,0.0,0.0,0,1679,1611,1,165687.0
AI Engineer,Medium,IT,Unknown,Onsite,Mid-level,7.0,Unknown,0,0,1,1,1,4,2024,Low,3,10,1,2.333333333333333,70.0,1,1679,1611,0,152849.0
Data Analyst,Medium,Healthcare,Australia,Remote,Junior,7.0,Ph.D,0,1,0,1,0,5,2024,Low,2,5,0,3.5,35.0,0,1626,1551,0,66550.0
AI Engineer,Large,IT,Singapore,Onsite,Unknown,11.0,Ph.D,1,1,0,1,1,5,2026,Low,4,10,0,2.75,110.0,0,1679,1611,0,122460.0
Machine Learning Engineer,Large,E-commerce,Australia,Remote,Mid-level,6.0,Ph.D,1,0,1,1,0,6,2022,Low,3,9,1,2.0,54.0,0,1682,1567,0,160451.0
Data Analyst,Large,Healthcare,United Kingdom,Remote,Senior,13.0,Bachelor's,1,0,0,0,1,9,2020,Low,2,5,0,6.5,65.0,0,1626,1551,0,127452.0
Machine Learning Engineer,Medium,E-commerce,Germany,Onsite,Mid-level,7.0,Ph.D,0,0,0,0,0,2,2023,Low,0,0,0,inf,0.0,0,1682,1567,0,118432.0
AI Engineer,Large,Education,Singapore,Onsite,Mid-level,7.0,Master's,0,0,0,0,0,10,2022,Low,0,0,0,inf,0.0,0,1679,1531,0,114355.0
Data Engineer,Medium,E-commerce,India,Remote,Junior,1.0,Bachelor's,0,0,0,1,0,7,2025,High,1,4,0,1.0,4.0,0,1623,1567,0,113873.0
Data Engineer,Large,E-commerce,Unknown,Onsite,Mid-level,12.0,Bachelor's,0,1,0,1,0,2,2026,High,2,5,0,6.0,60.0,0,1623,1567,0,113873.0
AI Engineer,Large,Healthcare,India,Hybrid,Senior,0.0,Master's,0,0,1,0,0,2,2025,High,1,3,0,0.0,0.0,0,1679,1551,0,154916.0
Business Analyst,Medium,E-commerce,Australia,Onsite,Junior,4.0,Ph.D,1,1,1,1,1,1,2022,High,5,13,1,0.8,52.0,1,1714,1567,0,87562.0
Data Engineer,Large,E-commerce,United State America,Remote,Junior,7.0,Bachelor's,0,0,0,0,1,5,2023,High,1,3,0,7.0,21.0,0,1623,1567,0,99705.0
Data Engineer,Start-up,IT,Singapore,Remote,Junior,8.0,Bachelor's,0,1,0,1,1,9,2022,Medium,3,8,0,2.6666666666666665,64.0,0,1623,1611,0,73964.0
Data Scientist,Large,Healthcare,United State America,Hybrid,Senior,5.0,Master's,0,1,0,0,1,12,2022,Medium,2,4,0,2.5,20.0,0,1661,1551,0,125979.0
Business Analyst,Start-up,Retail,United State America,Hybrid,Fresher,1.0,Ph.D,0,1,0,1,0,2,2024,Medium,2,5,0,0.5,5.0,0,1714,1494,0,66501.0
Data Scientist,Large,Unknown,Unknown,Onsite,Mid-level,4.0,Master's,0,1,0,0,0,5,2024,Medium,1,1,0,4.0,4.0,0,1661,676,0,113873.0
AI Engineer,Medium,IT,United Kingdom,Hybrid,Junior,5.0,Bachelor's,1,1,1,0,1,5,2021,Medium,4,9,0,1.25,45.0,1,1679,1611,0,113400.0
Unknown,Start-up,Retail,United State America,Remote,Senior,7.0,Master's,1,1,0,1,1,11,2025,Medium,4,10,0,1.75,70.0,0,40,1494,0,117467.0
Unknown,Start-up,Education,Australia,Onsite,Junior,0.0,Bachelor's,0,1,1,1,1,11,2021,High,4,11,1,0.0,0.0,1,40,1531,0,123128.0
Data Analyst,Unknown,Retail,Canada,Remote,Junior,12.0,Master's,0,1,0,1,0,1,2020,Medium,2,5,0,6.0,60.0,0,1626,1494,0,68228.0
Data Scientist,Large,Healthcare,Australia,Remote,Unknown,12.0,Ph.D,0,0,0,0,0,2,2026,Medium,0,0,0,inf,0.0,0,1661,1551,0,105329.0
AI Engineer,Unknown,Healthcare,Canada,Remote,Senior,2.0,Ph.D,0,0,0,1,0,6,2025,Medium,1,4,0,2.0,8.0,0,1679,1551,0,156289.0
AI Engineer,Start-up,E-commerce,United State America,Onsite,Junior,7.0,Bachelor's,1,1,1,0,0,11,2025,High,3,6,0,2.333333333333333,42.0,0,1679,1567,0,121021.0
Business Analyst,Large,E-commerce,United State America,Remote,Mid-level,3.0,Bachelor's,1,1,1,0,0,4,2026,High,3,6,0,1.0,18.0,0,1714,1567,0,93312.0
Business Analyst,Medium,E-commerce,Australia,Remote,Senior,12.0,Ph.D,1,1,1,0,1,6,2026,High,4,9,0,3.0,108.0,1,1714,1567,0,127725.0
Data Analyst,Large,E-commerce,United State America,Hybrid,Senior,13.0,Bachelor's,0,1,1,1,0,8,2020,High,3,8,1,4.333333333333333,104.0,0,1626,1567,0,111206.0
Machine Learning Engineer,Large,E-commerce,India,Remote,Mid-level,13.0,Master's,0,0,1,0,1,12,2026,High,2,6,0,6.5,78.0,1,1682,1567,0,151379.0
Business Analyst,Medium,E-commerce,Canada,Hybrid,Mid-level,14.0,Master's,1,0,0,1,0,7,2024,High,2,6,0,7.0,84.0,0,1714,1567,0,85224.0
Data Scientist,Start-up,Healthcare,Germany,Onsite,Mid-level,0.0,Ph.D,0,1,1,0,1,1,2021,Low,3,7,0,0.0,0.0,1,1661,1551,0,87679.0
Data Engineer,Unknown,E-commerce,India,Onsite,Senior,4.0,Bachelor's,0,0,1,1,0,7,2024,Low,2,7,1,2.0,28.0,0,1623,1567,0,134912.0
Data Scientist,Start-up,Education,Australia,Remote,Mid-level,14.0,Master's,0,1,0,0,1,8,2026,Low,2,4,0,7.0,56.0,0,1661,1531,0,103466.0
AI Engineer,Large,Unknown,United State America,Remote,Mid-level,10.0,Ph.D,1,1,1,0,1,11,2020,Low,4,9,0,2.5,90.0,1,1679,676,0,140919.0
Data Scientist,Large,Healthcare,Canada,Hybrid,Mid-level,7.0,Unknown,1,1,1,0,1,5,2021,Low,4,9,0,1.75,63.0,1,1661,1551,0,115649.0
Data Analyst,Start-up,Healthcare,Australia,Hybrid,Mid-level,7.0,Ph.D,0,1,0,0,1,11,2025,Low,2,4,0,3.5,28.0,0,1626,1551,0,78845.0
Data Scientist,Start-up,IT,Germany,Hybrid,Junior,8.0,Master's,1,0,0,1,1,7,2023,High,3,9,0,2.6666666666666665,72.0,0,1661,1611,0,70400.0
Business Analyst,Large,IT,India,Remote,Mid-level,11.0,Ph.D,0,1,0,1,0,7,2021,High,2,5,0,5.5,55.0,0,1714,1611,0,112430.0
Data Analyst,Start-up,Finance,Singapore,Remote,Junior,10.0,Master's,0,1,1,1,0,6,2024,High,3,8,1,3.333333333333333,80.0,0,1626,1595,0,84280.0
Data Scientist,Large,Retail,India,Onsite,Junior,3.0,Bachelor's,0,0,1,0,0,4,2020,High,1,3,0,3.0,9.0,0,1661,1494,1,212076.75
AI Engineer,Medium,Education,Canada,Remote,Junior,7.0,Bachelor's,0,0,1,0,0,2,2020,High,1,3,0,7.0,21.0,0,1679,1531,0,61004.0
Business Analyst,Start-up,Healthcare,Canada,Onsite,Senior,9.0,Master's,0,1,0,1,0,12,2021,High,2,5,0,4.5,45.0,0,1714,1551,0,110388.0
AI Engineer,Large,Healthcare,India,Onsite,Mid-level,14.0,Master's,1,1,1,0,1,2,2022,High,4,9,0,3.5,126.0,1,1679,1551,1,176320.0
Data Analyst,Medium,IT,India,Onsite,Junior,12.0,Master's,1,0,0,1,1,6,2020,High,3,9,0,4.0,108.0,0,1626,1611,0,79746.0
Data Analyst,Large,IT,India,Onsite,Senior,12.0,Bachelor's,1,0,0,0,0,5,2026,High,1,2,0,12.0,24.0,0,1626,1611,0,102005.0
AI Engineer,Start-up,IT,United State America,Hybrid,Unknown,14.0,Ph.D,1,0,1,1,0,10,2021,High,3,9,1,4.666666666666667,126.0,0,1679,1611,1,165347.0
Machine Learning Engineer,Start-up,Finance,Australia,Onsite,Mid-level,14.0,Ph.D,0,0,0,0,1,4,2026,Medium,1,3,0,14.0,42.0,0,1682,1595,0,136276.0
Data Scientist,Large,E-commerce,United Kingdom,Remote,Senior,11.0,Ph.D,0,0,1,1,0,3,2024,Medium,2,7,1,5.5,77.0,0,1661,1567,0,125990.0
Data Engineer,Start-up,Healthcare,India,Unknown,Mid-level,11.0,Bachelor's,0,0,0,0,1,1,2024,Medium,1,3,0,11.0,33.0,0,1623,1551,0,119900.0
Data Analyst,Unknown,Retail,Canada,Remote,Senior,13.0,Bachelor's,1,1,0,0,1,11,2023,Medium,3,6,0,4.333333333333333,78.0,0,1626,1494,0,111530.0
Data Engineer,Start-up,Education,United Kingdom,Hybrid,Junior,7.0,Master's,0,0,1,0,1,1,2026,Low,2,6,0,3.5,42.0,1,1623,1531,0,113873.0
Machine Learning Engineer,Large,IT,United Kingdom,Hybrid,Senior,3.0,Master's,0,0,1,0,1,6,2026,Low,2,6,0,1.5,18.0,1,1682,1611,0,155028.0
AI Engineer,Large,Finance,United Kingdom,Remote,Mid-level,4.0,Bachelor's,1,0,0,1,1,1,2025,High,3,9,0,1.3333333333333333,36.0,0,1679,1595,0,155388.0
Data Scientist,Start-up,E-commerce,United Kingdom,Onsite,Unknown,7.0,Master's,0,1,1,1,1,1,2024,High,4,11,1,1.75,77.0,1,1661,1567,0,141339.0
Data Scientist,Large,Unknown,United Kingdom,Hybrid,Senior,1.0,Unknown,0,0,0,1,1,5,2022,Low,2,7,0,0.5,7.0,0,1661,676,0,133485.0
Business Analyst,Large,E-commerce,United Kingdom,Remote,Junior,1.0,Bachelor's,1,1,0,0,0,10,2026,Low,2,3,0,0.5,3.0,0,1714,1567,0,70497.0
Machine Learning Engineer,Large,Finance,United Kingdom,Onsite,Mid-level,7.0,Unknown,1,0,0,0,0,8,2025,Low,1,2,0,7.0,14.0,0,1682,1595,0,133398.0
Data Scientist,Large,E-commerce,United Kingdom,Onsite,Mid-level,10.0,Bachelor's,0,0,1,1,1,12,2020,Low,3,10,1,3.333333333333333,100.0,1,1661,1567,0,115510.0
Business Analyst,Medium,E-commerce,Australia,Onsite,Senior,10.0,Ph.D,1,1,1,1,0,5,2021,Low,4,10,1,2.5,100.0,0,1714,1567,0,118149.0
AI Engineer,Large,Finance,Australia,Onsite,Senior,12.0,Ph.D,1,0,1,0,0,1,2021,Low,2,5,0,6.0,60.0,0,1679,1595,1,176308.0
Data Scientist,Large,Healthcare,India,Hybrid,Senior,12.0,Bachelor's,0,1,0,0,1,8,2026,Low,2,4,0,6.0,48.0,0,1661,1551,0,105724.0
Machine Learning Engineer,Medium,Unknown,Singapore,Hybrid,Junior,6.0,Master's,1,1,1,0,0,1,2022,Low,3,6,0,2.0,36.0,0,1682,676,0,100109.0
Data Scientist,Start-up,Education,Canada,Onsite,Mid-level,13.0,Ph.D,0,0,1,0,1,1,2022,Low,2,6,0,6.5,78.0,1,1661,1531,0,88142.0
Data Engineer,Unknown,Finance,Canada,Hybrid,Senior,5.0,Unknown,0,1,1,0,0,4,2025,Low,2,4,0,2.5,20.0,0,1623,1595,0,133756.0
Data Engineer,Start-up,Retail,Australia,Onsite,Senior,10.0,Master's,1,1,1,1,0,1,2023,Low,4,10,1,2.5,100.0,0,1623,1494,0,127164.0
Data Analyst,Medium,Healthcare,United Kingdom,Onsite,Junior,0.0,Bachelor's,0,1,1,0,1,3,2022,Low,3,7,0,0.0,0.0,1,1626,1551,0,71268.0
Machine Learning Engineer,Large,E-commerce,India,Hybrid,Unknown,6.0,Master's,0,1,0,0,0,4,2022,Low,1,1,0,6.0,6.0,0,1682,1567,0,121856.0
AI Engineer,Large,IT,India,Remote,Senior,3.0,Bachelor's,1,0,1,1,0,10,2023,Low,3,9,1,1.0,27.0,0,1679,1611,1,174695.0
Machine Learning Engineer,Start-up,Healthcare,Canada,Remote,Junior,5.0,Master's,1,0,0,1,1,6,2025,Low,3,9,0,1.6666666666666667,45.0,0,1682,1551,0,110642.0
Data Analyst,Medium,Education,Canada,Remote,Senior,14.0,Master's,1,1,1,1,0,6,2026,Low,4,10,1,3.5,140.0,0,1626,1531,0,131891.0
Data Engineer,Large,Retail,United Kingdom,Onsite,Junior,10.0,Bachelor's,0,0,1,0,0,8,2020,Low,1,3,0,10.0,30.0,0,1623,1494,0,113873.0
Data Analyst,Medium,Education,United Kingdom,Hybrid,Junior,0.0,Bachelor's,0,0,1,0,1,1,2026,Low,2,6,0,0.0,0.0,1,1626,1531,0,74078.0
Business Analyst,Large,IT,Singapore,Onsite,Junior,10.0,Ph.D,0,1,1,0,1,11,2020,Low,3,7,0,3.333333333333333,70.0,1,1714,1611,0,75336.0
AI Engineer,Medium,Healthcare,United Kingdom,Hybrid,Mid-level,11.0,Master's,1,0,1,1,0,3,2023,Low,3,9,1,3.6666666666666665,99.0,0,1679,1551,0,128643.0
Data Analyst,Large,Finance,Germany,Onsite,Junior,1.7,Ph.D,1,0,1,0,1,7,2022,Low,3,8,0,0.5666666666666667,13.6,1,1626,1595,0,75011.0
Business Analyst,Medium,Healthcare,United State America,Onsite,Junior,7.0,Bachelor's,0,1,0,1,1,4,2023,Low,3,8,0,2.333333333333333,56.0,0,1714,1551,0,89491.0
Data Engineer,Unknown,Finance,United Kingdom,Remote,Mid-level,6.0,Bachelor's,0,1,1,1,1,1,2023,Low,4,11,1,1.5,66.0,1,1623,1595,0,116392.0
Business Analyst,Large,Healthcare,Singapore,Onsite,Mid-level,0.0,Ph.D,0,0,1,1,0,6,2021,Low,2,7,1,0.0,0.0,0,1714,1551,0,106400.0
Business Analyst,Medium,Education,United Kingdom,Onsite,Mid-level,3.0,Unknown,0,0,0,1,0,11,2020,Low,1,4,0,3.0,12.0,0,1714,1531,0,92241.0
Machine Learning Engineer,Medium,Retail,Unknown,Hybrid,Unknown,5.0,Ph.D,1,1,1,0,1,2,2021,Low,4,9,0,1.25,45.0,1,1682,1494,0,117317.0
Data Scientist,Medium,E-commerce,India,Onsite,Mid-level,1.0,Master's,0,1,1,0,1,2,2020,Low,3,7,0,0.3333333333333333,7.0,1,1661,1567,0,102636.0
Data Engineer,Large,IT,Germany,Remote,Mid-level,11.7,Bachelor's,0,0,0,0,1,8,2024,Low,1,3,0,11.7,35.099999999999994,0,1623,1611,0,98601.0
Machine Learning Engineer,Large,IT,Canada,Hybrid,Senior,0.0,Ph.D,1,1,0,0,1,5,2025,Low,3,6,0,0.0,0.0,0,1682,1611,0,148770.0
Data Analyst,Start-up,Healthcare,Germany,Hybrid,Senior,2.0,Ph.D,0,1,1,0,0,1,2025,High,2,4,0,1.0,8.0,0,1626,1551,0,131602.0
AI Engineer,Medium,Education,Canada,Remote,Junior,8.0,Master's,1,0,1,1,0,9,2022,High,3,9,1,2.6666666666666665,72.0,0,1679,1531,0,116762.0
Data Engineer,Large,Healthcare,Singapore,Onsite,Senior,1.0,Master's,1,1,1,0,1,3,2024,High,4,9,0,0.25,9.0,1,1623,1551,0,114004.0
Data Scientist,Unknown,E-commerce,Germany,Onsite,Mid-level,1.0,Master's,1,0,1,1,1,7,2025,High,4,12,1,0.25,12.0,1,1661,1567,0,132824.0
Business Analyst,Large,Healthcare,United Kingdom,Hybrid,Junior,0.0,Ph.D,1,1,0,0,1,4,2021,High,3,6,0,0.0,0.0,0,1714,1551,0,79944.0
Data Scientist,Medium,Healthcare,Canada,Remote,Junior,7.0,Ph.D,1,1,0,0,0,5,2024,High,2,3,0,3.5,21.0,0,1661,1551,0,61004.0
Data Analyst,Large,Healthcare,United State America,Onsite,Mid-level,0.8,Ph.D,1,0,1,0,0,6,2024,Low,2,5,0,0.4,4.0,0,1626,1551,0,107886.0
Data Analyst,Large,IT,Australia,Onsite,Mid-level,8.0,Unknown,1,0,1,0,1,1,2023,Low,3,8,0,2.6666666666666665,64.0,1,1626,1611,0,89900.0
Data Scientist,Unknown,E-commerce,Australia,Onsite,Mid-level,7.0,Ph.D,1,0,0,0,1,6,2022,Low,2,5,0,3.5,35.0,0,1661,1567,0,104394.0
Machine Learning Engineer,Large,Education,United State America,Onsite,Junior,10.0,Master's,0,1,0,0,1,7,2022,Low,2,4,0,5.0,40.0,0,1682,1531,0,104648.0
Data Analyst,Large,Finance,United Kingdom,Remote,Mid-level,6.0,Unknown,1,1,1,0,1,7,2020,Low,4,9,0,1.5,54.0,1,1626,1595,0,99598.0
Machine Learning Engineer,Large,IT,United State America,Onsite,Mid-level,4.0,Ph.D,1,0,0,0,1,6,2021,Low,2,5,0,2.0,20.0,0,1682,1611,0,123878.0
Machine Learning Engineer,Large,Healthcare,Canada,Unknown,Senior,2.0,Bachelor's,1,1,1,1,1,5,2021,Low,5,13,1,0.4,26.0,1,1682,1551,1,200825.0
Business Analyst,Start-up,Unknown,Australia,Unknown,Unknown,4.0,Master's,0,0,1,1,1,2,2021,Low,3,10,1,1.3333333333333333,40.0,1,1714,676,0,138658.0
Data Engineer,Unknown,E-commerce,Singapore,Hybrid,Mid-level,7.0,Master's,0,1,0,0,1,1,2025,Low,2,4,0,3.5,28.0,0,1623,1567,0,80809.0
Data Analyst,Large,Healthcare,Germany,Hybrid,Senior,13.0,Bachelor's,0,0,0,0,1,1,2024,Low,1,3,0,13.0,39.0,0,1626,1551,0,107472.0
Data Scientist,Large,Retail,Australia,Unknown,Senior,14.0,Bachelor's,0,0,1,1,0,7,2021,Low,2,7,1,7.0,98.0,0,1661,1494,0,154917.0
Machine Learning Engineer,Unknown,IT,Singapore,Remote,Mid-level,1.0,Master's,0,0,1,0,0,9,2025,Low,1,3,0,1.0,3.0,0,1682,1611,0,132335.0
Business Analyst,Large,Retail,India,Onsite,Mid-level,13.6,Unknown,0,0,1,0,1,2,2022,Low,2,6,0,6.8,81.6,1,1714,1494,0,122784.0
Machine Learning Engineer,Medium,Education,Singapore,Hybrid,Mid-level,9.0,Bachelor's,0,1,0,0,0,9,2023,High,1,1,0,9.0,9.0,0,1682,1531,0,134918.0
Data Analyst,Large,IT,Australia,Remote,Mid-level,1.0,Ph.D,0,1,1,0,1,3,2020,High,3,7,0,0.3333333333333333,7.0,1,1626,1611,0,61004.0
Data Scientist,Start-up,Finance,Germany,Onsite,Unknown,14.0,Unknown,1,0,1,0,1,3,2026,High,3,8,0,4.666666666666667,112.0,1,1661,1595,0,77549.0
Business Analyst,Large,Finance,United State America,Remote,Senior,5.0,Ph.D,1,1,1,0,0,4,2020,High,3,6,0,1.6666666666666667,30.0,0,1714,1595,0,134944.0
Data Scientist,Start-up,Education,United State America,Hybrid,Junior,12.0,Ph.D,1,1,1,0,0,8,2026,High,3,6,0,4.0,72.0,0,1661,1531,0,63419.0
Machine Learning Engineer,Large,Healthcare,India,Hybrid,Mid-level,9.0,Ph.D,1,1,1,1,0,4,2026,High,4,10,1,2.25,90.0,0,1682,1551,0,161620.0
Business Analyst,Medium,Education,United Kingdom,Hybrid,Mid-level,13.0,Ph.D,0,0,1,0,0,4,2023,High,1,3,0,13.0,39.0,0,1714,1531,0,86062.0
