JobTitle,Company Size,company_Industry,Country,Remote Type,Exp. Level,Years_Experience,Education  Level,Skills - Python,Skills - SQL,Skills - ML,Skills-DeepLearning,skills_Cloud,Salary (USD),Posting Month,posting_Year,Hiring Urgency,Job Openings,Total_Skills,advanced_skill_score,ai_specialist,data_professional,exp_per_skill,experience_intensity,high_salary_job,salary_per_skill,salary_growth_potential,skill_demand_score,industry_hiring_density,country_demand_score,is_remote,is_hybrid,hiring_quarter,remote_premium_salary,peak_hiring_season,ml_cloud_combination,python_sql_combination,salary_percentile,salary_zscore,industry_salary,country_salary,competition_ratio,experience_squared,industry_salary_rank,skill_intersection_power,hiring_momentum,market_expansion_score,job_title_popularity,industry_frequency,salary_gap,premium_candidate,ai_seniority_score,cloud_ai_engineer_score
Data Engineer,Large,Finance,Canada,Onsite,Mid-level,11.0,Ph.D,0,0,1,0,1,95863.0,2,2026,Medium,0,2,6,0,0,5.5,66.0,False,47931.5,66.0,4.420454545454546,7170,4.452471482889734,0,0,Q1,0.8197045625334777,1,1,0,0.29017456359102245,-0.5875488592717368,116283.64576802508,118149.7422053232,0.0,121.0,0.29780564263322884,2048.0,4.623015873015873,6540,1623,1595,-8584.724276032037,0,0.0,2
Data Analyst,Large,Healthcare,Singapore,Onsite,Mid-level,8.0,Bachelor's,0,1,1,0,1,212076.75,10,2026,Medium,5,3,7,0,0,2.6666666666666665,56.0,True,70692.25,56.0,4.439807383627608,6860,4.4948224852071,0,0,Q4,1.8134241530337223,1,1,0,0.9811970074812968,2.7058716479243823,115724.92537072857,116940.13387573964,1.25,64.0,0.9774339136041263,6561.0,4.494055482166447,6540,1626,1551,108301.65098400984,1,0.0,2
Data Scientist,Start-up,Education,India,Remote,Fresher,3.0,Bachelor's,0,1,0,0,0,66242.0,12,2021,Medium,5,1,1,0,0,3.0,3.0,False,66242.0,3.0,4.513274336283186,6840,4.45144157814871,1,0,Q4,0.5708985490121649,0,0,0,0.07361596009975062,-1.426988330450115,116356.81743958197,115117.87329286798,2.5,9.0,0.07380796864794252,1.0,4.735294117647059,6535,1661,1531,-38855.339403973514,0,0.0,0
AI Engineer,Start-up,Education,Germany,Hybrid,Junior,9.0,Bachelor's,1,0,1,1,1,125754.0,12,2023,Medium,9,4,12,1,0,2.25,108.0,False,31438.5,108.0,4.692607003891051,6840,4.497611464968153,0,1,Q4,1.0800603509157243,0,1,0,0.6569077306733168,0.2595422326222877,116356.81743958197,115893.9773089172,1.8,81.0,0.6580666231221424,262144.0,4.735294117647059,6137,1679,1531,-13459.732430017873,0,9.0,3
Data Engineer,Large,Healthcare,United Kingdom,Onsite,Junior,4.0,Ph.D,1,0,0,0,1,82676.0,2,2024,Medium,0,2,5,0,0,2.0,20.0,False,41338.0,20.0,4.409836065573771,6860,4.488077496274218,0,0,Q1,0.7069452699374921,1,0,0,0.1744638403990025,-0.961259682891104,115724.92537072857,115792.73994038749,0.0,16.0,0.19277885235332043,16.0,4.623015873015873,6725,1623,1551,-21771.724276032037,0,0.0,1
AI Engineer,Medium,E-commerce,Germany,Onsite,Mid-level,9.0,Master's,0,0,1,1,1,145171.0,12,2022,Medium,6,3,10,1,0,3.0,90.0,True,48390.333333333336,90.0,4.877611940298507,7032,4.497611464968153,0,0,Q4,1.2413270088308053,0,1,0,0.8169576059850374,0.8098071194211995,115678.97271857051,115893.9773089172,1.5,81.0,0.8264199106573069,19683.0,4.735294117647059,6596,1679,1567,5957.267569982127,0,9.0,3
Data Analyst,Large,Education,India,Hybrid,Senior,9.0,Ph.D,0,1,1,0,0,139900.0,12,2024,Medium,8,2,4,0,0,4.5,36.0,True,69950.0,36.0,4.695652173913044,6840,4.45144157814871,0,1,Q4,1.201555760398157,0,0,0,0.7788029925187032,0.6604304794501915,116356.81743958197,115117.87329286798,2.6666666666666665,81.0,0.7838014369693012,512.0,4.735294117647059,6725,1626,1531,36124.900984009844,0,0.0,1
Business Analyst,Unknown,Education,Australia,Remote,Mid-level,7.0,Ph.D,0,0,1,1,1,116473.0,7,2021,Medium,7,3,10,1,0,2.3333333333333335,70.0,False,38824.333333333336,70.0,4.877611940298507,6840,4.557251908396947,1,0,Q3,1.0038082590968551,0,1,0,0.5653865336658355,-0.0034751446440614464,116356.81743958197,117294.55629770992,1.75,49.0,0.5591116917047682,2187.0,4.3356258596973865,6535,1714,1531,9743.406651108511,0,7.0,3
AI Engineer,Large,Unknown,Germany,Hybrid,Mid-level,13.0,Ph.D,0,1,1,1,1,61004.0,10,2023,Medium,6,4,11,1,0,3.25,143.0,False,15251.0,143.0,4.6755555555555555,3142,4.497611464968153,0,1,Q4,0.5239435854705444,1,1,0,0.023341645885286783,-1.5754297723336552,118605.81360946746,115893.9773089172,1.2,169.0,0.019970414201183433,67108864.0,4.494055482166447,6137,1679,676,-78209.73243001787,0,13.0,3
Data Analyst,Start-up,Finance,Germany,Hybrid,Mid-level,4.0,Bachelor's,0,0,1,1,1,212076.75,10,2026,High,7,3,10,1,0,1.3333333333333333,40.0,True,70692.25,40.0,4.877611940298507,7170,4.497611464968153,0,1,Q4,1.8214584746892055,1,1,0,0.9811970074812968,2.7058716479243823,116283.64576802508,115893.9773089172,1.75,16.0,0.9789968652037617,81.0,4.494055482166447,6540,1626,1595,108301.65098400984,1,4.0,3
Business Analyst,Large,Finance,Canada,Remote,Junior,14.0,Master's,1,1,0,1,1,99500.0,8,2023,High,5,4,10,0,1,3.5,140.0,False,24875.0,140.0,4.544802867383512,7170,4.452471482889734,1,0,Q3,0.857528541208152,0,0,1,0.3215960099750623,-0.4844786942983815,116283.64576802508,118149.7422053232,1.0,196.0,0.3310344827586207,268435456.0,4.438775510204081,6137,1714,1595,-7229.593348891489,0,0.0,2
AI Engineer,Large,Retail,United State America,Onsite,Mid-level,8.0,Bachelor's,0,0,0,1,1,117700.0,6,2025,High,7,2,7,0,0,4.0,56.0,False,58850.0,56.0,4.664,6709,4.539167254763585,0,0,Q2,1.0064282049402826,0,0,0,0.579501246882793,0.031297220608153875,117037.78714859438,116964.06474947071,2.3333333333333335,64.0,0.5622489959839357,256.0,4.5,6397,1679,1494,-21513.732430017873,0,0.0,2
Data Engineer,Large,E-commerce,United Kingdom,Onsite,Senior,1.0,Master's,0,0,1,0,1,141829.0,11,2024,High,8,2,6,0,0,0.5,6.0,True,70914.5,6.0,4.420454545454546,7032,4.488077496274218,0,0,Q4,1.2127502623489834,0,1,0,0.7946134663341646,0.7150970585630875,115678.97271857051,115792.73994038749,2.6666666666666665,1.0,0.7964262922782387,2.0,4.502029769959405,6725,1623,1567,37381.27572396796,0,0.0,2
Business Analyst,Large,E-commerce,Germany,Hybrid,Junior,10.0,Master's,0,0,0,0,1,61004.0,12,2020,High,4,1,3,0,0,10.0,30.0,False,61004.0,30.0,4.300261096605744,7032,4.497611464968153,0,1,Q4,0.5239435854705444,0,0,0,0.023341645885286783,-1.5754297723336552,115678.97271857051,115893.9773089172,2.0,100.0,0.024569240587109124,1.0,4.735294117647059,6289,1714,1567,-45725.59334889149,0,0.0,1
AI Engineer,Large,IT,Singapore,Remote,Mid-level,4.8,Bachelor's,0,1,0,0,1,149614.0,8,2023,High,2,2,4,0,0,2.4,19.2,True,74807.0,19.2,4.510964912280702,7466,4.4948224852071,1,0,Q3,1.289429901148909,0,0,0,0.8373067331670823,0.9357187891975587,117607.79422718807,116940.13387573964,0.6666666666666666,23.04,0.8255741775294848,27.85761802547597,4.438775510204081,6137,1679,1611,10400.267569982127,0,0.0,1
Data Scientist,Large,Retail,India,Onsite,Senior,7.0,Ph.D,0,1,0,0,1,142942.0,1,2024,High,5,2,4,0,0,3.5,28.0,True,71471.0,28.0,4.510964912280702,6709,4.45144157814871,0,0,Q1,1.222267293717705,1,0,0,0.8029925187032418,0.746638739513141,117037.78714859438,115117.87329286798,1.6666666666666667,49.0,0.8025435073627845,128.0,4.498521584861029,6725,1661,1494,37844.660596026486,0,0.0,1
Data Engineer,Start-up,IT,India,Remote,Junior,13.0,Ph.D,1,1,1,0,0,61757.0,1,2023,High,0,3,6,0,1,4.333333333333333,78.0,False,20585.666666666668,78.0,4.462962962962963,7466,4.45144157814871,1,0,Q1,0.5322451268280587,1,0,1,0.05117206982543641,-1.554090252337797,117607.79422718807,115117.87329286798,0.0,169.0,0.05338299193047796,1594323.0,4.498521584861029,6137,1623,1611,-42690.72427603204,0,0.0,1
Machine Learning Engineer,Start-up,Finance,United State America,Hybrid,Senior,5.0,Master's,0,0,1,1,1,170835.0,2,2021,High,3,3,10,1,0,1.6666666666666667,50.0,True,56945.0,50.0,4.877611940298507,7170,4.539167254763585,0,1,Q1,1.4672464498042828,1,1,0,0.9284788029925187,1.537107838111382,116283.64576802508,116964.06474947071,0.75,25.0,0.9235109717868338,243.0,4.623015873015873,6535,1682,1595,31254.021551724145,1,5.0,3
AI Engineer,Large,Retail,United State America,Onsite,Mid-level,14.0,Bachelor's,0,0,1,0,0,148325.0,12,2024,Medium,0,1,3,0,0,14.0,42.0,True,148325.0,42.0,4.301075268817204,6709,4.539167254763585,0,0,Q4,1.268296206438126,0,0,0,0.8309226932668329,0.8991893851143431,117037.78714859438,116964.06474947071,0.0,196.0,0.8279785809906292,1.0,4.735294117647059,6725,1679,1494,9111.267569982127,0,0.0,1
Machine Learning Engineer,Large,Finance,Unknown,Hybrid,Senior,4.0,Ph.D,0,1,1,1,0,172165.0,5,2022,High,5,3,8,1,0,1.3333333333333333,32.0,True,57388.333333333336,32.0,4.715404699738904,7170,4.6797202797202795,0,1,Q2,1.4786693887701836,0,0,0,0.9301745635910225,1.5747991549699367,116283.64576802508,116538.71678321678,1.25,16.0,0.9247648902821317,81.0,4.478201634877384,6596,1682,1595,32584.021551724145,1,4.0,2
Business Analyst,Start-up,Education,Australia,Onsite,Unknown,5.0,Ph.D,0,0,1,1,0,130080.0,3,2022,High,4,2,7,1,0,2.5,35.0,False,65040.0,35.0,4.4863813229571985,6840,4.557251908396947,0,0,Q1,1.1122870084845538,1,0,0,0.7038403990024937,0.3821382000885334,116356.81743958197,117294.55629770992,1.3333333333333333,25.0,0.7093403004572175,32.0,4.622950819672131,6596,1714,1531,23350.40665110851,0,5.0,2
AI Engineer,Large,E-commerce,Unknown,Unknown,Junior,7.0,Bachelor's,0,0,0,0,0,107500.0,12,2026,Low,4,0,0,0,0,inf,0.0,False,inf,0.0,4.326771653543307,7032,4.6797202797202795,0,0,Q4,0.9086883777570796,0,0,0,0.400498753117207,-0.2577640064273769,115678.97271857051,116538.71678321678,4.0,49.0,0.41735800893426933,0.0,4.735294117647059,6540,1679,1567,-31713.732430017873,0,0.0,0
Business Analyst,Start-up,E-commerce,United Kingdom,Remote,Junior,10.0,Ph.D,1,0,0,1,0,64288.0,6,2020,Medium,2,2,6,0,0,5.0,60.0,False,32144.0,60.0,4.8,7032,4.488077496274218,1,0,Q2,0.5540582397707505,0,0,0,0.06394014962593517,-1.4823633929626079,115678.97271857051,115792.73994038749,0.6666666666666666,100.0,0.0650925335035099,1024.0,4.5,6289,1714,1567,-42441.59334889149,0,0.0,1
Data Scientist,Large,Finance,India,Hybrid,Junior,5.7,Ph.D,0,0,1,1,1,113873.0,6,2025,Medium,9,3,10,1,0,1.9000000000000001,57.0,False,37957.666666666664,57.0,4.877611940298507,7170,4.45144157814871,0,1,Q2,0.9780182923789802,0,1,0,0.5000498753117207,-0.07715741820213792,116283.64576802508,115117.87329286798,2.25,32.49,0.515987460815047,524.3136350338262,4.5,6397,1661,1595,8775.660596026486,0,5.7,3
Data Analyst,Large,Healthcare,United State America,Onsite,Mid-level,4.0,Master's,1,0,1,1,1,135512.0,4,2024,Medium,0,4,12,1,0,1.0,48.0,False,33878.0,48.0,4.692607003891051,6860,4.539167254763585,0,0,Q2,1.1587349100073712,0,1,0,0.7465336658354115,0.5360774731529455,115724.92537072857,116964.06474947071,0.0,16.0,0.7562862669245648,256.0,4.353086419753087,6725,1626,1551,31736.900984009844,0,4.0,3
Data Analyst,Large,IT,United Kingdom,Onsite,Senior,7.0,Ph.D,0,1,1,1,1,135081.0,1,2025,Medium,5,4,11,1,0,1.75,77.0,False,33770.25,77.0,4.6755555555555555,7466,4.488077496274218,0,0,Q1,1.1550495187046588,1,1,0,0.7438403990024938,0.5238632193438951,117607.79422718807,115792.73994038749,1.0,49.0,0.7380509000620733,16384.0,4.498521584861029,6397,1626,1611,31305.900984009844,0,7.0,3
AI Engineer,Medium,IT,Unknown,Onsite,Junior,13.0,Bachelor's,0,0,1,0,1,114432.0,6,2021,Medium,0,2,6,0,0,6.5,78.0,False,57216.0,78.0,4.420454545454546,7466,4.6797202797202795,0,0,Q2,0.9784842170579986,0,1,0,0.541645885286783,-0.06131572938715148,117607.79422718807,116538.71678321678,0.0,169.0,0.5387957790192427,8192.0,4.5,6535,1679,1611,-24781.732430017873,0,0.0,2
Business Analyst,Large,Healthcare,Germany,Onsite,Junior,7.0,Ph.D,1,1,1,0,1,75000.0,2,2020,Medium,3,4,9,0,1,1.75,63.0,False,18750.0,63.0,4.685344827586207,6860,4.497611464968153,0,0,Q1,0.6413093914232898,1,1,1,0.11820448877805487,-1.1787924259033329,115724.92537072857,115893.9773089172,0.6,49.0,0.12959381044487428,16384.0,4.623015873015873,6289,1714,1551,-31729.59334889149,0,0.0,2
Data Analyst,Unknown,Education,United State America,Onsite,Mid-level,10.0,Bachelor's,0,1,1,1,1,115268.0,11,2021,Medium,6,4,11,1,0,2.5,110.0,False,28817.0,110.0,4.6755555555555555,6840,4.539167254763585,0,0,Q4,0.9856326790743969,0,1,0,0.5508229426433915,-0.037624044504631506,116356.81743958197,116964.06474947071,1.2,100.0,0.5408229915088177,1048576.0,4.502029769959405,6535,1626,1531,11492.900984009844,0,10.0,3
Data Analyst,Unknown,E-commerce,Canada,Remote,Senior,10.0,Bachelor's,0,1,0,0,0,104039.0,8,2021,Medium,2,1,1,0,0,10.0,10.0,False,104039.0,10.0,4.513274336283186,7032,4.452471482889734,1,0,Q3,0.8966473557663811,0,0,0,0.3693765586034913,-0.3558464482675702,115678.97271857051,118149.7422053232,1.0,100.0,0.3822590938098277,1.0,4.438775510204081,6535,1626,1567,263.90098400984425,0,0.0,0
Data Scientist,Medium,Healthcare,Canada,Onsite,Mid-level,6.0,Bachelor's,0,1,0,0,1,212076.75,4,2026,Low,4,2,4,0,0,3.0,24.0,True,106038.375,24.0,4.510964912280702,6860,4.452471482889734,0,0,Q2,1.8134241530337223,0,0,0,0.9811970074812968,2.7058716479243823,115724.92537072857,118149.7422053232,1.3333333333333333,36.0,0.9774339136041263,64.0,4.353086419753087,6540,1661,1551,106979.41059602649,1,0.0,1
Data Engineer,Medium,Retail,United State America,Onsite,Junior,7.0,Master's,1,1,1,0,0,63710.0,10,2023,Low,6,3,6,0,1,2.3333333333333335,42.0,False,21236.666666666668,42.0,4.462962962962963,6709,4.539167254763585,0,0,Q4,0.5447709510343706,1,0,1,0.06164588528678304,-1.498743529161288,117037.78714859438,116964.06474947071,1.5,49.0,0.05555555555555555,2187.0,4.494055482166447,6137,1623,1494,-40737.72427603204,0,0.0,1
Data Scientist,Unknown,E-commerce,India,Onsite,Junior,7.0,Master's,0,1,0,1,1,73290.0,1,2023,High,8,3,8,0,0,2.3333333333333335,56.0,False,24430.0,56.0,4.414492753623189,7032,4.45144157814871,0,0,Q1,0.6266875372988387,1,0,0,0.1087780548628429,-1.2272526904357601,115678.97271857051,115117.87329286798,2.0,49.0,0.09955328653477984,2187.0,4.498521584861029,6137,1661,1567,-31807.339403973514,0,0.0,2
Machine Learning Engineer,Large,Finance,Australia,Unknown,Senior,7.0,Bachelor's,0,0,0,1,0,187110.0,8,2021,High,3,1,4,0,0,7.0,28.0,True,187110.0,28.0,4.383084577114428,7170,4.557251908396947,0,0,Q3,1.5816249522058339,0,0,0,0.9556109725685785,1.998330531248957,116283.64576802508,117294.55629770992,1.5,49.0,0.9504702194357367,1.0,4.438775510204081,6535,1682,1595,47529.021551724145,1,0.0,1
Data Analyst,Start-up,Finance,Unknown,Remote,Senior,0.0,Unknown,1,0,1,0,0,112251.0,10,2025,High,0,2,5,0,0,0.0,0.0,False,56125.5,0.0,3.948,7170,4.6797202797202795,1,0,Q4,0.9674214701422741,1,0,0,0.445785536159601,-0.1231238211679841,116283.64576802508,116538.71678321678,0.0,0.0,0.4626959247648903,1.0,4.494055482166447,6397,1626,1595,8475.900984009844,0,0.0,1
Business Analyst,Large,Education,Germany,Hybrid,Unknown,7.0,Ph.D,0,1,0,1,1,110564.0,10,2022,High,2,3,8,0,0,2.3333333333333335,56.0,False,36854.666666666664,56.0,4.414492753623189,6840,4.497611464968153,0,1,Q4,0.9495983637788551,1,0,0,0.4271321695760599,-0.17093228097278218,116356.81743958197,115893.9773089172,0.5,49.0,0.41410842586544744,2187.0,4.494055482166447,6596,1714,1531,3834.406651108511,0,0.0,2
Data Scientist,Start-up,Finance,Canada,Onsite,Mid-level,6.0,Master's,1,1,1,0,0,87472.0,9,2020,High,7,3,6,0,1,2.0,36.0,False,29157.333333333332,36.0,4.462962962962963,7170,4.452471482889734,0,0,Q3,0.74795486782104,1,0,1,0.21296758104738153,-0.8253442275124367,116283.64576802508,118149.7422053232,1.75,36.0,0.2225705329153605,729.0,4.564450474898236,6289,1661,1595,-17625.339403973514,0,0.0,1
Data Scientist,Large,E-commerce,Singapore,Remote,Junior,3.0,Master's,0,1,1,0,1,113873.0,1,2026,High,1,3,7,0,0,1.0,21.0,False,37957.666666666664,21.0,4.439807383627608,7032,4.4948224852071,1,0,Q1,0.9814004781205617,1,1,0,0.5000498753117207,-0.07715741820213792,115678.97271857051,116940.13387573964,0.25,9.0,0.52297383535418,27.0,4.498521584861029,6540,1661,1567,8775.660596026486,0,0.0,2
Data Analyst,Start-up,IT,India,Hybrid,Mid-level,14.0,Bachelor's,0,1,0,1,0,87866.0,7,2024,High,6,2,5,0,0,7.0,70.0,False,43933.0,70.0,4.446215139442231,7466,4.45144157814871,0,1,Q3,0.7546525978780877,0,0,0,0.21775561097256857,-0.8141785291347898,117607.79422718807,115117.87329286798,2.0,196.0,0.21725636250775915,16384.0,4.3356258596973865,6725,1626,1611,-15909.099015990156,0,0.0,1
Business Analyst,Large,Healthcare,Unknown,Hybrid,Mid-level,13.0,Ph.D,1,0,0,0,0,92235.0,6,2023,High,2,1,2,0,0,13.0,26.0,False,92235.0,26.0,4.204878048780488,6860,4.6797202797202795,0,1,Q2,0.7921765229472767,0,0,0,0.2572069825436409,-0.6903639702212374,115724.92537072857,116538.71678321678,1.0,169.0,0.28336557059961315,1.0,4.5,6137,1714,1551,-14494.593348891489,0,0.0,0
Data Engineer,Large,Finance,United Kingdom,Hybrid,Mid-level,4.0,Ph.D,1,0,1,0,0,92286.0,5,2026,Low,5,2,5,0,0,2.0,20.0,False,46143.0,20.0,3.948,7170,4.488077496274218,0,1,Q2,0.7926145454189015,0,0,0,0.25830423940149627,-0.6889186640860598,116283.64576802508,115792.73994038749,1.6666666666666667,16.0,0.2655172413793103,16.0,4.478201634877384,6540,1623,1595,-12161.724276032037,0,0.0,1
AI Engineer,Medium,E-commerce,Unknown,Onsite,Senior,9.0,Master's,1,0,0,1,1,165164.0,12,2026,Low,8,3,9,0,0,3.0,81.0,True,55054.666666666664,81.0,4.608465608465608,7032,4.6797202797202795,0,0,Q4,1.412282991000483,0,0,0,0.9094763092269327,1.3763954637468239,115678.97271857051,116538.71678321678,2.0,81.0,0.912252712188896,19683.0,4.735294117647059,6540,1679,1567,25950.267569982127,1,0.0,2
Data Engineer,Large,Retail,India,Onsite,Mid-level,13.0,Ph.D,0,1,1,0,1,106100.0,2,2026,Medium,6,3,7,0,0,4.333333333333333,91.0,False,35366.666666666664,91.0,4.439807383627608,6709,4.45144157814871,0,0,Q1,0.9072390190668139,1,1,0,0.3903740648379052,-0.2974390768048027,117037.78714859438,115117.87329286798,1.5,169.0,0.3788487282463186,1594323.0,4.623015873015873,6540,1623,1494,1652.2757239679631,0,0.0,2
Business Analyst,Unknown,E-commerce,United Kingdom,Unknown,Junior,8.0,Master's,0,1,0,0,1,61004.0,2,2023,Medium,2,2,4,0,0,4.0,32.0,False,30502.0,32.0,4.510964912280702,7032,4.488077496274218,0,0,Q1,0.5156616353180733,1,0,0,0.023341645885286783,-1.5754297723336552,115678.97271857051,115792.73994038749,0.6666666666666666,64.0,0.024569240587109124,256.0,4.623015873015873,6137,1714,1567,-45725.59334889149,0,0.0,1
Machine Learning Engineer,Start-up,Finance,Australia,Remote,Senior,8.0,Bachelor's,1,1,1,1,1,182076.0,3,2026,Medium,7,5,13,1,1,1.6,104.0,True,36415.2,104.0,4.527536231884058,7170,4.557251908396947,1,0,Q1,1.569199665015231,1,1,1,0.949426433915212,1.8556703139061275,116283.64576802508,117294.55629770992,1.1666666666666667,64.0,0.9429467084639498,390625.0,4.622950819672131,6540,1682,1595,42495.021551724145,1,8.0,3
Data Scientist,Medium,Education,Germany,Remote,Mid-level,10.0,Bachelor's,0,0,1,0,1,114771.0,9,2021,Medium,3,2,6,0,0,5.0,60.0,False,57385.5,60.0,4.420454545454546,6840,4.497611464968153,1,0,Q3,0.9891397809346815,1,1,0,0.54643391521197,-0.05170869448861766,116356.81743958197,115893.9773089172,1.0,100.0,0.5342913128674069,1024.0,4.564450474898236,6535,1661,1531,9673.660596026486,0,0.0,2
Data Scientist,Medium,Retail,United State America,Onsite,Mid-level,0.0,Bachelor's,0,1,1,0,1,100315.0,5,2021,High,3,3,7,0,0,0.0,0.0,False,33438.333333333336,0.0,4.439807383627608,6709,4.539167254763585,0,0,Q2,0.8577726880083641,0,1,0,0.3293765586034913,-0.46138213547152285,117037.78714859438,116964.06474947071,0.75,0.0,0.32061579651941097,1.0,4.478201634877384,6535,1661,1494,-4782.339403973514,0,0.0,2
Data Engineer,Large,IT,Canada,Hybrid,Mid-level,7.0,Ph.D,0,1,1,0,0,108320.0,4,2020,High,1,2,4,0,0,3.5,28.0,False,54160.0,28.0,4.695652173913044,7466,4.452471482889734,0,1,Q2,0.930325375027365,0,0,0,0.40743142144638406,-0.23452575092059894,117607.79422718807,118149.7422053232,0.3333333333333333,49.0,0.3867163252638113,128.0,4.353086419753087,6289,1623,1611,3872.275723967963,0,0.0,1
Machine Learning Engineer,Unknown,E-commerce,Singapore,Unknown,Mid-level,10.0,Bachelor's,1,0,1,0,1,212076.75,12,2026,High,5,3,8,0,0,3.3333333333333335,80.0,True,70692.25,80.0,4.464912280701754,7032,4.4948224852071,0,0,Q4,1.7926667713255229,0,1,0,0.9811970074812968,2.7058716479243823,115678.97271857051,116940.13387573964,1.25,100.0,0.9840459476707084,59049.0,4.735294117647059,6540,1682,1567,72495.77155172414,1,0.0,2
Machine Learning Engineer,Medium,Retail,India,Remote,Junior,7.0,Bachelor's,1,1,1,0,1,119087.0,11,2023,High,0,4,9,0,1,1.75,63.0,False,29771.75,63.0,4.685344827586207,6709,4.45144157814871,1,0,Q4,1.0263366973553285,0,1,1,0.5931172069825437,0.07060387961778929,117037.78714859438,115117.87329286798,0.0,49.0,0.5742971887550201,16384.0,4.502029769959405,6137,1682,1494,-20493.978448275855,0,0.0,2
Data Engineer,Start-up,Retail,Singapore,Remote,Junior,12.0,Master's,0,0,0,1,0,67330.0,9,2024,High,7,1,4,0,0,12.0,48.0,False,67330.0,48.0,4.383084577114428,6709,4.4948224852071,1,0,Q3,0.5802753435130138,1,0,0,0.07920199501246883,-1.3961551328996584,117037.78714859438,116940.13387573964,3.5,144.0,0.07362784471218206,1.0,4.564450474898236,6725,1623,1494,-37117.72427603204,0,0.0,1
Data Scientist,Large,Finance,Singapore,Hybrid,Unknown,11.0,Ph.D,0,0,0,1,1,76819.0,12,2022,High,9,2,7,0,0,5.5,77.0,False,38409.5,77.0,4.664,7170,4.4948224852071,0,1,Q4,0.6597734950537957,0,0,0,0.13386533665835412,-1.1272431737486632,116283.64576802508,116940.13387573964,3.0,121.0,0.13981191222570533,2048.0,4.735294117647059,6596,1661,1595,-28278.339403973514,0,0.0,2
Data Analyst,Start-up,Unknown,Singapore,Hybrid,Mid-level,5.0,Master's,0,0,0,0,0,78780.0,11,2020,High,5,0,0,0,0,inf,0.0,False,inf,0.0,4.326771653543307,3142,4.4948224852071,0,1,Q4,0.6766158885215641,0,0,0,0.14962593516209477,-1.0716697358842833,118605.81360946746,116940.13387573964,5.0,25.0,0.14201183431952663,0.0,4.502029769959405,6289,1626,676,-24995.099015990156,0,0.0,0
Business Analyst,Large,Healthcare,Australia,Hybrid,Senior,7.0,Bachelor's,1,0,1,0,0,125467.0,1,2022,High,4,2,5,0,0,3.5,35.0,False,62733.5,35.0,3.948,6860,4.557251908396947,0,1,Q1,1.0775954009283457,1,0,0,0.6531172069825436,0.2514088431949154,115724.92537072857,117294.55629770992,1.3333333333333333,49.0,0.6592520954223082,128.0,4.498521584861029,6596,1714,1551,18737.40665110851,0,0.0,1
Machine Learning Engineer,Large,Healthcare,United State America,Remote,Senior,4.0,Master's,0,1,0,0,1,161493.0,1,2020,High,7,2,4,0,0,2.0,16.0,True,80746.5,16.0,4.510964912280702,6860,4.539167254763585,1,0,Q1,1.3918076050786743,1,0,0,0.8960598503740649,1.2723617613500167,115724.92537072857,116964.06474947071,2.3333333333333335,16.0,0.8910380399742102,16.0,4.498521584861029,6289,1682,1551,21912.021551724145,0,0.0,1
Machine Learning Engineer,Large,IT,Singapore,Hybrid,Junior,12.0,Master's,0,0,1,1,0,118460.0,5,2025,High,8,2,7,1,0,6.0,84.0,False,59230.0,84.0,4.4863813229571985,7466,4.4948224852071,0,1,Q2,1.0174145487974673,0,0,0,0.5866334164588529,0.052835115955899306,117607.79422718807,116940.13387573964,2.6666666666666665,144.0,0.5859714463066419,4096.0,4.478201634877384,6397,1682,1611,-21120.978448275855,0,12.0,2
Data Analyst,Unknown,Retail,United Kingdom,Hybrid,Senior,0.0,Ph.D,0,1,1,0,0,118580.0,5,2020,High,3,2,4,0,0,0.0,0.0,False,59290.0,0.0,4.695652173913044,6709,4.488077496274218,0,1,Q2,1.0184451899071727,0,0,0,0.587431421446384,0.056235836273964376,117037.78714859438,115792.73994038749,1.0,0.0,0.5682730923694779,1.0,4.478201634877384,6289,1626,1494,14804.900984009844,0,0.0,1
Data Engineer,Unknown,Retail,Canada,Onsite,Mid-level,11.0,Master's,0,1,0,1,1,104806.0,7,2023,High,0,3,8,0,0,3.6666666666666665,88.0,False,34935.333333333336,88.0,4.414492753623189,6709,4.452471482889734,0,0,Q3,0.8961742943667907,0,0,0,0.37845386533665837,-0.3341101775679377,117037.78714859438,118149.7422053232,0.0,121.0,0.36613119143239625,177147.0,4.3356258596973865,6137,1623,1494,358.27572396796313,0,0.0,2
Data Engineer,Large,Finance,Singapore,Onsite,Senior,7.0,Master's,0,0,0,0,1,105989.0,1,2022,High,7,1,3,0,0,7.0,21.0,False,105989.0,21.0,4.300261096605744,7170,4.4948224852071,0,0,Q1,0.9062898811675074,1,0,0,0.3892269326683292,-0.3005847430990129,116283.64576802508,116940.13387573964,3.5,49.0,0.4031347962382445,1.0,4.498521584861029,6596,1623,1595,1541.2757239679631,0,0.0,1
Data Analyst,Start-up,IT,India,Hybrid,Junior,10.0,Master's,1,0,0,0,0,61004.0,1,2025,High,3,1,2,0,0,10.0,20.0,False,61004.0,20.0,4.204878048780488,7466,4.45144157814871,0,1,Q1,0.5239435854705444,1,0,0,0.023341645885286783,-1.5754297723336552,117607.79422718807,115117.87329286798,1.5,100.0,0.024208566108007448,1.0,4.498521584861029,6397,1626,1611,-42771.099015990156,0,0.0,0
