JobTitle,Company Size,company_Industry,Country,Remote Type,Exp. Level,Years_Experience,Education  Level,Skills - Python,Skills - SQL,Skills - ML,Skills-DeepLearning,skills_Cloud,Salary (USD),Posting Month,posting_Year,Hiring Urgency,Job Openings
Machine Learning Engineer,Start-up,E-commerce,Singapore,Hybrid,Senior,13.0,Bachelor's,0,0,1,0,1,167556.0,9,2025,Medium,0
Machine Learning Engineer,Start-up,Unknown,United Kingdom,Onsite,Junior,9.0,Bachelor's,1,1,1,0,1,97968.0,11,2025,Medium,0
Data Scientist,Large,Healthcare,Unknown,Remote,Senior,2.0,Unknown,0,0,1,0,1,142042.0,3,2025,Medium,0
AI Engineer,Large,E-commerce,United State America,Hybrid,Mid-level,10.0,Master's,0,0,0,1,0,129067.0,4,2021,Medium,0
AI Engineer,Start-up,Retail,Australia,Onsite,Senior,5.0,Bachelor's,1,0,0,1,1,176081.0,7,2021,High,0
Data Engineer,Large,IT,United State America,Hybrid,Junior,7.0,Bachelor's,0,1,1,0,0,86742.0,8,2026,High,0
Data Scientist,Large,Healthcare,Australia,Onsite,Junior,6.0,Master's,0,0,1,1,0,80487.0,1,2021,High,0
Data Engineer,Medium,Healthcare,United State America,Onsite,Senior,11.0,Ph.D,0,1,0,1,1,120901.0,12,2023,High,0
Data Scientist,Medium,Unknown,India,Remote,Senior,6.0,Ph.D,1,1,0,1,1,129212.0,10,2025,High,0
Business Analyst,Large,Finance,United Kingdom,Remote,Mid-level,13.0,Ph.D,1,1,0,1,1,96611.0,10,2026,High,0
Machine Learning Engineer,Large,Education,Canada,Unknown,Senior,9.0,Bachelor's,1,0,0,1,0,176281.0,1,2023,High,0
AI Engineer,Start-up,E-commerce,Germany,Unknown,Junior,7.0,Bachelor's,1,1,0,1,0,122925.0,10,2020,High,0
Business Analyst,Medium,IT,Singapore,Remote,Junior,7.0,Ph.D,0,0,0,0,1,113873.0,7,2022,High,0
Data Scientist,Medium,E-commerce,India,Hybrid,Mid-level,4.0,Ph.D,0,0,1,1,1,114836.0,8,2021,High,0
Data Engineer,Large,IT,United State America,Hybrid,Junior,5.5,Ph.D,0,1,0,1,0,61640.0,6,2021,High,0
Machine Learning Engineer,Large,Retail,India,Onsite,Junior,13.5,Bachelor's,1,1,0,0,1,97567.0,5,2024,High,0
Machine Learning Engineer,Large,Education,Australia,Remote,Senior,4.0,Master's,0,1,1,1,0,158173.0,1,2021,High,0
AI Engineer,Start-up,Finance,Unknown,Hybrid,Junior,6.0,Bachelor's,1,1,1,1,0,115400.0,5,2021,High,0
Data Engineer,Start-up,Finance,India,Hybrid,Unknown,5.0,Ph.D,0,1,1,0,0,64171.0,8,2022,High,0
Machine Learning Engineer,Unknown,Unknown,Australia,Remote,Junior,6.8,Bachelor's,1,1,1,0,1,202887.5,2,2020,High,0
AI Engineer,Unknown,Education,Unknown,Hybrid,Mid-level,1.0,Master's,0,1,1,1,0,145918.0,5,2026,High,0
AI Engineer,Medium,IT,India,Remote,Senior,14.0,Ph.D,0,0,0,1,1,164250.0,6,2023,High,0
Data Engineer,Start-up,Healthcare,Australia,Hybrid,Senior,10.0,Bachelor's,1,1,1,1,1,127299.0,1,2025,High,0
Machine Learning Engineer,Medium,E-commerce,United State America,Remote,Mid-level,8.0,Master's,0,0,1,0,0,133081.0,6,2024,High,0
Business Analyst,Large,E-commerce,India,Remote,Senior,4.0,Ph.D,1,1,1,0,1,123400.0,1,2026,High,0
Data Scientist,Unknown,Retail,India,Unknown,Senior,5.0,Master's,0,0,1,1,0,148921.0,11,2026,High,0
AI Engineer,Large,Healthcare,Singapore,Onsite,Senior,3.0,Unknown,1,0,1,1,0,163570.0,10,2026,High,0
Data Analyst,Medium,Finance,Canada,Hybrid,Mid-level,6.0,Ph.D,1,0,1,0,0,92852.0,10,2026,High,0
AI Engineer,Medium,IT,Germany,Remote,Senior,3.0,Master's,0,0,0,1,0,156684.0,6,2024,Low,0
Machine Learning Engineer,Start-up,Retail,United State America,Hybrid,Senior,7.0,Unknown,0,1,0,0,1,149701.0,1,2026,Low,0
Business Analyst,Medium,Education,United State America,Remote,Junior,7.0,Ph.D,1,1,0,1,1,79446.0,5,2025,Low,0
Machine Learning Engineer,Large,Finance,United Kingdom,Unknown,Unknown,10.0,Bachelor's,0,1,0,1,1,161167.0,9,2025,Low,0
Business Analyst,Medium,Finance,Canada,Hybrid,Senior,7.0,Bachelor's,1,0,1,0,1,129478.0,7,2023,Low,0
Data Analyst,Large,Retail,United State America,Onsite,Junior,14.0,Ph.D,0,0,0,0,0,74347.0,9,2021,Low,0
Data Analyst,Large,Finance,India,Onsite,Mid-level,5.0,Bachelor's,0,1,1,1,0,106683.0,9,2024,Low,0
AI Engineer,Start-up,Education,United State America,Onsite,Senior,2.0,Bachelor's,1,0,0,0,0,139710.0,5,2024,Low,0
Data Scientist,Start-up,E-commerce,Singapore,Onsite,Senior,2.0,Unknown,1,1,1,1,1,113873.0,11,2020,Low,0
Data Analyst,Large,IT,Australia,Remote,Junior,5.0,Master's,0,1,1,0,0,64827.0,12,2020,Low,0
Data Analyst,Medium,Finance,Unknown,Remote,Mid-level,7.0,Master's,0,0,0,0,1,96884.0,1,2021,Low,0
AI Engineer,Start-up,Finance,India,Remote,Senior,12.0,Master's,0,1,1,1,0,172900.0,11,2021,Low,0
Data Scientist,Unknown,Education,Unknown,Hybrid,Unknown,2.0,Bachelor's,1,0,0,1,0,61640.0,11,2021,Low,0
Data Engineer,Large,E-commerce,Singapore,Remote,Senior,13.0,Ph.D,0,1,0,0,1,108270.0,5,2024,Low,0
Machine Learning Engineer,Medium,E-commerce,Australia,Unknown,Mid-level,5.0,Master's,1,0,0,0,1,113873.0,5,2024,Low,0
AI Engineer,Unknown,Education,Singapore,Onsite,Mid-level,2.0,Ph.D,0,0,0,0,0,61640.0,1,2022,Low,0
Machine Learning Engineer,Large,Finance,Unknown,Remote,Junior,7.0,Ph.D,1,0,0,1,0,105281.0,11,2023,Low,0
Data Engineer,Large,IT,Canada,Unknown,Mid-level,4.0,Bachelor's,1,0,0,0,0,72101.0,12,2022,Low,0
Data Engineer,Medium,E-commerce,Germany,Onsite,Junior,13.0,Bachelor's,1,1,0,1,0,67889.0,12,2026,High,0
Data Engineer,Large,Finance,Singapore,Remote,Senior,7.0,Master's,0,1,0,1,0,202887.5,12,2023,High,0
Business Analyst,Medium,E-commerce,Australia,Remote,Mid-level,7.0,Master's,1,1,0,1,1,104500.0,2,2023,High,0
Data Engineer,Medium,Finance,Germany,Hybrid,Mid-level,9.0,Bachelor's,1,0,0,1,1,101428.0,4,2023,High,0
AI Engineer,Large,Education,United State America,Onsite,Junior,6.0,Bachelor's,0,0,0,0,1,96472.0,1,2023,Low,0
AI Engineer,Large,Education,United Kingdom,Remote,Junior,5.0,Master's,1,1,0,0,1,115291.0,5,2023,Low,0
Machine Learning Engineer,Large,IT,Unknown,Onsite,Junior,2.0,Master's,1,0,1,1,0,137384.0,10,2025,High,0
Machine Learning Engineer,Large,Education,India,Hybrid,Junior,7.0,Ph.D,1,0,1,0,1,202887.5,1,2026,High,0
Data Analyst,Large,Finance,Singapore,Remote,Junior,12.0,Master's,1,0,0,1,1,79553.0,9,2024,Medium,0
Data Analyst,Large,Healthcare,United Kingdom,Hybrid,Junior,11.8,Master's,1,0,0,1,1,99211.0,9,2026,High,0
Business Analyst,Large,Healthcare,Canada,Remote,Senior,3.0,Ph.D,0,1,1,0,1,122915.0,1,2020,High,0
Data Engineer,Start-up,Finance,Singapore,Remote,Senior,2.0,Master's,0,1,1,0,0,125106.0,9,2020,High,0
Machine Learning Engineer,Large,Healthcare,Australia,Hybrid,Senior,6.0,Ph.D,0,1,0,1,1,181051.0,1,2026,High,0
Data Analyst,Medium,IT,Singapore,Unknown,Mid-level,10.0,Bachelor's,1,1,1,0,1,104126.0,11,2023,High,0
Data Scientist,Large,Retail,Australia,Unknown,Mid-level,4.0,Bachelor's,0,1,0,0,0,79572.0,1,2025,High,0
Data Engineer,Start-up,IT,Germany,Hybrid,Senior,11.0,Master's,0,1,0,0,1,126471.0,4,2021,High,0
AI Engineer,Start-up,Finance,Unknown,Remote,Junior,5.0,Bachelor's,0,0,0,1,1,119829.0,7,2021,High,0
Data Engineer,Unknown,Finance,Singapore,Remote,Senior,12.0,Bachelor's,1,1,0,0,1,113873.0,1,2021,High,0
Business Analyst,Large,Finance,Canada,Remote,Mid-level,3.0,Ph.D,1,1,1,1,0,104375.0,6,2020,High,0
AI Engineer,Start-up,Finance,Singapore,Remote,Mid-level,7.0,Ph.D,0,0,0,0,1,120955.0,9,2021,High,0
AI Engineer,Start-up,IT,Singapore,Hybrid,Mid-level,9.3,Bachelor's,1,1,0,1,0,129962.0,3,2025,High,0
AI Engineer,Start-up,Education,United State America,Onsite,Senior,7.0,Unknown,0,0,1,1,1,175079.0,1,2021,High,0
Data Scientist,Large,Education,United State America,Remote,Mid-level,5.0,Master's,0,1,1,0,0,202887.5,1,2023,High,0
Data Scientist,Start-up,IT,Singapore,Remote,Junior,12.0,Master's,0,0,1,1,0,84122.0,6,2021,High,0
Data Engineer,Start-up,Finance,United State America,Remote,Senior,6.0,Ph.D,0,0,1,0,1,113873.0,8,2020,High,0
Data Engineer,Large,E-commerce,Canada,Onsite,Mid-level,0.0,Master's,1,1,0,0,1,103968.0,1,2021,High,0
Machine Learning Engineer,Start-up,E-commerce,Unknown,Remote,Junior,13.0,Ph.D,0,0,1,1,1,133596.0,1,2022,High,0
Business Analyst,Medium,Retail,India,Onsite,Unknown,1.0,Bachelor's,0,1,1,0,1,142517.0,9,2020,High,0
Data Scientist,Large,Education,United State America,Remote,Mid-level,2.0,Ph.D,0,1,1,0,0,110413.0,5,2024,High,0
Business Analyst,Large,Retail,India,Hybrid,Senior,9.0,Ph.D,1,0,1,0,0,112635.0,9,2023,High,0
Data Analyst,Large,E-commerce,United State America,Remote,Unknown,0.0,Master's,0,0,1,0,0,65611.0,9,2025,High,0
Business Analyst,Unknown,E-commerce,United State America,Hybrid,Mid-level,7.0,Bachelor's,1,1,1,0,1,82300.0,5,2026,High,0
AI Engineer,Large,Unknown,Singapore,Remote,Mid-level,5.0,Ph.D,0,0,0,1,0,153820.0,5,2021,High,0
Business Analyst,Medium,Education,Germany,Onsite,Senior,7.0,Master's,1,0,1,1,0,117138.0,12,2023,High,0
AI Engineer,Large,IT,Canada,Onsite,Fresher,11.0,Bachelor's,1,0,1,1,0,138875.0,11,2023,High,0
Machine Learning Engineer,Medium,Healthcare,United Kingdom,Remote,Mid-level,9.0,Ph.D,1,1,1,0,1,144424.0,10,2024,High,0
Data Scientist,Start-up,Retail,Unknown,Remote,Mid-level,7.0,Master's,0,0,0,0,1,76231.0,7,2024,High,0
Data Scientist,Large,Healthcare,Australia,Remote,Junior,5.0,Ph.D,1,1,1,0,0,113873.0,7,2021,High,0
Data Analyst,Large,Finance,United State America,Remote,Senior,1.0,Ph.D,0,1,1,1,1,161311.0,9,2023,High,0
Machine Learning Engineer,Medium,Finance,United Kingdom,Hybrid,Junior,5.0,Unknown,0,1,0,1,0,103967.0,6,2021,High,0
Business Analyst,Large,Finance,United State America,Onsite,Mid-level,4.0,Ph.D,0,1,1,1,0,202887.5,6,2023,High,0
Data Engineer,Unknown,Retail,United Kingdom,Onsite,Senior,9.0,Master's,1,1,1,0,0,61640.0,7,2022,High,0
Business Analyst,Large,Education,Australia,Unknown,Senior,14.0,Ph.D,0,0,1,0,1,133190.0,5,2021,High,0
AI Engineer,Start-up,Education,Unknown,Hybrid,Junior,12.0,Ph.D,0,1,1,0,0,88192.0,2,2021,Medium,0
Data Engineer,Unknown,Healthcare,Germany,Onsite,Senior,3.0,Ph.D,1,1,0,1,0,119834.0,5,2021,Medium,0
Machine Learning Engineer,Large,Retail,India,Remote,Junior,11.0,Unknown,0,0,1,0,1,132378.0,1,2020,Medium,0
Machine Learning Engineer,Start-up,Finance,India,Hybrid,Junior,7.0,Ph.D,1,1,0,1,1,113873.0,6,2020,Medium,0
AI Engineer,Medium,Unknown,United State America,Remote,Junior,12.0,Master's,0,1,1,1,0,115705.0,4,2026,Medium,0
Data Engineer,Large,Education,Singapore,Onsite,Junior,11.0,Bachelor's,0,1,0,1,1,94554.0,11,2020,Medium,0
Machine Learning Engineer,Start-up,IT,India,Remote,Junior,11.0,Master's,0,1,1,1,0,115372.0,10,2021,Medium,0
Data Analyst,Large,Retail,Canada,Onsite,Senior,3.0,Ph.D,1,0,1,0,0,132756.0,9,2023,Medium,0
Data Engineer,Large,E-commerce,Canada,Remote,Senior,11.0,Bachelor's,0,0,1,0,0,113419.0,4,2024,Medium,0
Machine Learning Engineer,Large,Education,India,Hybrid,Senior,12.0,Bachelor's,0,1,1,1,0,185165.0,2,2020,Medium,0
Data Engineer,Large,Unknown,United Kingdom,Unknown,Mid-level,5.0,Master's,1,0,1,1,0,113873.0,3,2021,Medium,0
Data Analyst,Start-up,IT,Germany,Hybrid,Junior,4.0,Ph.D,0,0,0,1,0,61640.0,12,2024,Medium,0
Data Analyst,Large,Retail,Singapore,Onsite,Junior,12.5,Ph.D,0,1,1,0,1,94519.0,1,2024,Medium,0
Business Analyst,Large,Finance,India,Hybrid,Unknown,0.0,Bachelor's,1,0,1,0,0,128994.0,9,2020,Medium,0
Business Analyst,Medium,IT,Germany,Hybrid,Senior,7.0,Bachelor's,0,0,1,0,0,111718.0,6,2023,Medium,0
Data Analyst,Start-up,Unknown,United Kingdom,Hybrid,Junior,9.5,Bachelor's,1,1,0,0,0,61640.0,8,2020,Medium,0
Data Engineer,Medium,Retail,Germany,Onsite,Junior,3.4,Master's,1,0,0,0,1,61640.0,9,2025,Medium,0
AI Engineer,Large,Education,Germany,Onsite,Junior,13.0,Ph.D,0,1,1,1,0,108756.0,6,2020,Medium,0
AI Engineer,Medium,Healthcare,United State America,Remote,Senior,9.0,Ph.D,1,0,1,0,1,162993.0,6,2025,Medium,0
Data Scientist,Large,Finance,United Kingdom,Remote,Junior,8.0,Master's,0,1,1,1,1,113873.0,11,2026,Medium,0
Data Engineer,Medium,Retail,Singapore,Remote,Junior,11.0,Bachelor's,0,1,0,1,0,61640.0,6,2025,High,0
Data Engineer,Unknown,IT,India,Hybrid,Junior,3.0,Ph.D,0,1,1,0,0,69599.0,6,2020,High,0
Business Analyst,Large,E-commerce,Unknown,Unknown,Unknown,12.0,Master's,0,1,1,1,0,127115.0,9,2020,High,0
AI Engineer,Medium,Finance,United State America,Hybrid,Junior,7.0,Ph.D,0,0,0,1,1,112342.0,9,2025,High,0
Data Analyst,Large,E-commerce,United Kingdom,Remote,Mid-level,13.0,Unknown,1,1,0,1,0,88978.0,4,2022,High,0
Data Analyst,Start-up,E-commerce,Australia,Hybrid,Senior,7.0,Ph.D,0,1,0,0,0,104407.0,8,2024,Low,0
Data Analyst,Large,Healthcare,Canada,Onsite,Mid-level,1.0,Ph.D,1,1,0,1,0,88613.0,1,2025,Low,0
AI Engineer,Start-up,Retail,United Kingdom,Remote,Senior,14.0,Bachelor's,0,1,1,1,1,177511.0,6,2023,Low,0
Machine Learning Engineer,Start-up,Education,Canada,Remote,Mid-level,2.0,Unknown,0,0,0,0,1,126168.0,9,2023,Low,0
Machine Learning Engineer,Medium,Finance,United Kingdom,Hybrid,Mid-level,6.0,Ph.D,0,1,1,0,0,125714.0,9,2023,Low,0
Machine Learning Engineer,Medium,Education,Germany,Hybrid,Junior,2.0,Bachelor's,0,0,0,1,0,108207.0,9,2026,Low,0
Data Engineer,Start-up,Finance,India,Remote,Junior,14.0,Master's,0,0,1,1,1,94812.0,8,2021,Low,0
Machine Learning Engineer,Start-up,IT,United Kingdom,Remote,Mid-level,3.0,Ph.D,0,1,1,1,0,149980.0,1,2025,Low,0
Machine Learning Engineer,Start-up,IT,India,Remote,Senior,13.0,Bachelor's,1,1,0,1,1,163974.0,5,2022,Low,0
Data Scientist,Start-up,E-commerce,India,Hybrid,Junior,9.2,Master's,0,1,1,1,0,75026.0,2,2022,High,0
AI Engineer,Large,IT,India,Onsite,Junior,3.0,Bachelor's,0,0,0,0,0,87553.0,2,2024,High,0
Data Engineer,Medium,E-commerce,Unknown,Hybrid,Mid-level,11.0,Master's,1,1,0,1,1,96604.0,2,2020,Medium,0
Business Analyst,Large,IT,India,Onsite,Senior,10.0,Bachelor's,0,0,0,1,0,136510.0,7,2024,Medium,0
Machine Learning Engineer,Start-up,Finance,Germany,Hybrid,Senior,8.0,Master's,0,1,0,1,1,163454.0,3,2024,Medium,0
AI Engineer,Medium,IT,Unknown,Unknown,Mid-level,6.0,Master's,1,1,1,0,0,126756.0,12,2024,Low,0
Data Engineer,Large,E-commerce,Unknown,Hybrid,Junior,3.0,Ph.D,1,0,1,1,0,82831.0,2,2025,Low,0
Business Analyst,Large,IT,Singapore,Hybrid,Mid-level,7.0,Unknown,1,1,0,1,1,117408.0,5,2024,Low,0
Data Analyst,Large,Unknown,India,Onsite,Junior,3.0,Master's,0,0,1,1,0,96622.0,6,2022,Low,0
Business Analyst,Start-up,Healthcare,Unknown,Onsite,Senior,1.0,Ph.D,1,1,0,1,1,125378.0,1,2025,Low,0
Data Scientist,Start-up,Healthcare,United Kingdom,Remote,Junior,10.0,Ph.D,0,1,1,1,0,75149.0,1,2025,High,0
AI Engineer,Large,Retail,United State America,Onsite,Fresher,8.0,Bachelor's,0,1,1,0,1,136918.0,2,2026,High,0
Data Engineer,Start-up,IT,Australia,Hybrid,Junior,6.0,Bachelor's,0,1,0,1,1,61640.0,5,2026,High,0
Business Analyst,Large,E-commerce,Canada,Hybrid,Mid-level,11.0,Ph.D,0,1,1,1,1,202887.5,9,2024,High,0
Data Analyst,Medium,Finance,Australia,Hybrid,Senior,6.0,Master's,0,1,0,1,1,126255.0,2,2026,High,0
Business Analyst,Large,Education,Australia,Hybrid,Unknown,7.0,Bachelor's,0,1,1,0,1,146138.0,1,2022,High,0
Data Scientist,Large,Retail,Germany,Unknown,Senior,10.0,Ph.D,1,1,1,0,1,142815.0,11,2020,High,0
AI Engineer,Medium,Education,Australia,Onsite,Senior,5.0,Ph.D,0,0,0,0,1,168756.0,3,2026,High,0
Machine Learning Engineer,Large,IT,United Kingdom,Hybrid,Junior,7.0,Ph.D,0,1,1,0,1,122675.0,3,2021,High,0
AI Engineer,Medium,Retail,United State America,Remote,Senior,12.0,Unknown,1,1,0,1,1,163684.0,9,2022,High,0
AI Engineer,Large,Finance,Australia,Onsite,Mid-level,13.0,Ph.D,1,1,1,1,1,173907.0,1,2021,High,0
Data Engineer,Large,E-commerce,Singapore,Onsite,Mid-level,3.3,Ph.D,0,1,1,1,0,94861.0,10,2023,High,0
Data Scientist,Start-up,Healthcare,United State America,Onsite,Junior,1.0,Ph.D,0,1,1,0,1,70647.0,2,2023,High,0
Business Analyst,Start-up,IT,India,Remote,Senior,11.0,Ph.D,0,1,0,1,0,113873.0,1,2026,High,0
Machine Learning Engineer,Start-up,Retail,Unknown,Onsite,Mid-level,10.7,Ph.D,0,0,1,1,1,154726.0,10,2020,High,0
Data Analyst,Large,Healthcare,United Kingdom,Remote,Mid-level,9.0,Ph.D,1,1,0,0,0,76873.0,10,2026,High,0
AI Engineer,Unknown,Retail,Canada,Unknown,Mid-level,0.0,Ph.D,1,0,1,1,0,160085.0,6,2026,High,0
Machine Learning Engineer,Start-up,Unknown,Unknown,Onsite,Mid-level,11.0,Master's,0,0,1,1,1,150165.0,2,2024,High,0
Business Analyst,Large,E-commerce,Singapore,Remote,Junior,10.0,Bachelor's,1,1,1,1,0,96309.0,11,2026,High,0
Machine Learning Engineer,Large,E-commerce,Australia,Remote,Mid-level,2.0,Bachelor's,1,1,0,1,0,202887.5,3,2025,High,0
Data Engineer,Start-up,Retail,United State America,Onsite,Senior,7.0,Master's,1,1,1,1,1,128200.0,7,2025,Low,0
AI Engineer,Medium,Education,India,Hybrid,Junior,10.0,Ph.D,1,1,0,0,0,86438.0,9,2023,Low,0
Data Analyst,Medium,Finance,Unknown,Onsite,Senior,11.0,Bachelor's,0,0,1,0,1,142504.0,6,2021,High,0
AI Engineer,Large,IT,Germany,Remote,Junior,1.0,Ph.D,0,1,1,1,0,113873.0,1,2024,High,0
Data Engineer,Medium,Unknown,Canada,Onsite,Mid-level,5.0,Bachelor's,1,1,0,0,0,74765.0,8,2024,High,0
AI Engineer,Large,Finance,United Kingdom,Remote,Senior,11.0,Bachelor's,0,0,1,0,1,183037.0,3,2022,High,0
AI Engineer,Start-up,IT,United Kingdom,Hybrid,Junior,11.0,Bachelor's,0,0,0,0,0,92315.0,6,2021,High,0
Data Analyst,Large,Healthcare,Unknown,Unknown,Junior,7.0,Ph.D,0,1,1,1,0,85929.0,3,2021,High,0
Data Analyst,Large,E-commerce,United Kingdom,Hybrid,Mid-level,3.7,Bachelor's,1,1,0,0,0,99746.0,10,2025,High,0
Data Engineer,Start-up,Finance,Germany,Hybrid,Mid-level,14.0,Bachelor's,1,1,1,0,0,93329.0,4,2022,High,0
Data Analyst,Large,Finance,Singapore,Onsite,Mid-level,10.0,Bachelor's,1,0,1,0,0,105675.0,12,2020,High,0
Data Analyst,Start-up,Education,United Kingdom,Onsite,Junior,7.0,Ph.D,0,1,1,1,0,79400.0,6,2022,High,0
Data Analyst,Large,Unknown,United Kingdom,Remote,Senior,14.0,Ph.D,1,1,1,0,1,148067.0,12,2020,High,0
AI Engineer,Medium,IT,Australia,Remote,Senior,7.0,Master's,1,1,0,0,1,148006.0,8,2021,High,0
Data Engineer,Unknown,Unknown,United State America,Hybrid,Mid-level,2.0,Ph.D,0,1,0,0,1,85487.0,10,2025,High,0
AI Engineer,Large,Education,United State America,Unknown,Mid-level,12.0,Master's,0,0,0,1,1,140479.0,3,2024,High,0
Data Scientist,Large,IT,Germany,Hybrid,Junior,6.0,Ph.D,0,1,1,1,0,77431.0,1,2024,High,0
Data Analyst,Medium,Finance,United State America,Remote,Mid-level,2.0,Unknown,0,0,0,0,1,61640.0,8,2026,High,0
Business Analyst,Medium,Education,Canada,Remote,Senior,8.0,Ph.D,0,1,1,0,1,125021.0,7,2023,High,0
AI Engineer,Large,Education,India,Remote,Mid-level,2.0,Master's,0,1,1,1,1,155130.0,3,2022,High,0
Business Analyst,Medium,Finance,Singapore,Onsite,Senior,1.0,Master's,0,0,1,1,0,125385.0,4,2021,High,0
AI Engineer,Large,Finance,United State America,Remote,Junior,6.0,Ph.D,1,1,1,0,1,116313.0,4,2022,Low,0
Machine Learning Engineer,Medium,IT,Singapore,Onsite,Fresher,10.0,Ph.D,0,0,0,0,0,87585.0,1,2021,Low,0
Data Scientist,Start-up,Education,Canada,Remote,Senior,7.0,Ph.D,1,0,1,0,1,129061.0,10,2020,Low,0
Machine Learning Engineer,Start-up,Education,Australia,Hybrid,Mid-level,12.0,Ph.D,1,1,1,1,1,158488.0,7,2025,Low,0
Machine Learning Engineer,Large,Finance,India,Onsite,Mid-level,1.0,Bachelor's,1,0,0,0,1,143450.0,3,2023,Low,0
Data Analyst,Start-up,Finance,United Kingdom,Remote,Junior,3.7,Ph.D,0,1,0,0,1,61640.0,9,2026,Low,0
Machine Learning Engineer,Medium,Healthcare,India,Remote,Senior,7.0,Master's,1,0,1,0,1,165727.0,9,2022,High,0
Business Analyst,Large,Retail,India,Onsite,Mid-level,6.0,Bachelor's,1,0,0,0,1,75609.0,1,2025,High,0
Machine Learning Engineer,Unknown,IT,Germany,Hybrid,Junior,9.0,Ph.D,0,0,1,0,0,103183.0,11,2025,High,0
Data Engineer,Start-up,IT,Canada,Onsite,Junior,10.0,Unknown,0,1,0,0,1,64467.0,8,2022,High,0
Data Scientist,Large,Finance,United Kingdom,Unknown,Mid-level,5.0,Master's,1,1,1,1,1,114095.0,4,2023,High,0
Data Analyst,Large,IT,Singapore,Unknown,Senior,5.0,Master's,1,1,0,1,1,123556.0,4,2020,Low,0
Data Engineer,Start-up,E-commerce,Canada,Hybrid,Mid-level,14.0,Bachelor's,1,1,0,0,1,82691.0,11,2022,Low,0
Data Analyst,Unknown,IT,Singapore,Remote,Mid-level,10.0,Bachelor's,1,0,1,0,0,120362.0,1,2021,High,0
AI Engineer,Unknown,E-commerce,Canada,Onsite,Mid-level,8.0,Master's,0,1,0,1,1,162430.0,9,2024,High,0
Machine Learning Engineer,Large,Healthcare,Australia,Remote,Senior,6.0,Bachelor's,0,0,0,1,1,165273.0,1,2025,High,0
Machine Learning Engineer,Medium,IT,Canada,Remote,Mid-level,11.0,Bachelor's,0,1,1,0,0,133234.0,7,2025,High,0
Data Analyst,Start-up,Education,India,Remote,Junior,12.0,Ph.D,0,1,1,1,1,93523.0,1,2026,High,0
Machine Learning Engineer,Large,Retail,Canada,Onsite,Junior,13.0,Master's,1,1,0,0,1,119674.0,9,2026,High,0
Business Analyst,Unknown,E-commerce,Australia,Unknown,Mid-level,1.0,Master's,0,0,1,1,1,131525.0,3,2025,High,0
AI Engineer,Start-up,IT,United State America,Remote,Mid-level,13.0,Master's,1,1,0,0,0,110905.0,6,2026,High,0
Data Scientist,Large,Unknown,Canada,Hybrid,Senior,13.0,Ph.D,0,1,1,0,1,127526.0,1,2020,High,0
Data Scientist,Large,IT,India,Onsite,Unknown,7.0,Ph.D,1,1,1,1,0,125746.0,1,2022,High,0
Data Scientist,Large,E-commerce,India,Onsite,Senior,0.0,Master's,0,0,1,0,0,136632.0,11,2025,High,0
Business Analyst,Medium,Unknown,Germany,Remote,Senior,7.0,Ph.D,0,0,1,1,1,142662.0,11,2025,High,0
Data Analyst,Large,Education,Germany,Onsite,Senior,5.0,Ph.D,1,1,0,0,0,104268.0,7,2023,High,0
Machine Learning Engineer,Large,Healthcare,United Kingdom,Hybrid,Junior,1.0,Ph.D,1,0,1,1,1,148577.0,7,2026,High,0
Business Analyst,Unknown,IT,India,Remote,Junior,14.0,Ph.D,0,1,1,1,0,113873.0,8,2022,High,0
Business Analyst,Unknown,Healthcare,Canada,Onsite,Senior,0.0,Unknown,0,1,1,0,1,123774.0,4,2024,High,0
Data Engineer,Start-up,Retail,United Kingdom,Onsite,Mid-level,13.0,Ph.D,1,1,1,0,1,97293.0,1,2021,High,0
Machine Learning Engineer,Medium,Education,Singapore,Hybrid,Unknown,8.3,Master's,0,0,1,1,1,113873.0,1,2021,High,0
Data Scientist,Large,E-commerce,United Kingdom,Hybrid,Mid-level,5.0,Ph.D,1,1,0,1,1,106578.0,9,2021,High,0
AI Engineer,Medium,IT,Canada,Onsite,Unknown,5.0,Ph.D,0,0,0,0,0,93655.0,8,2026,High,0
Data Scientist,Large,IT,United Kingdom,Hybrid,Mid-level,0.0,Master's,0,0,0,0,0,98138.0,8,2023,High,0
AI Engineer,Large,Healthcare,Germany,Hybrid,Senior,1.0,Master's,0,0,1,1,0,185905.0,6,2022,High,0
Business Analyst,Start-up,E-commerce,Germany,Hybrid,Senior,11.4,Bachelor's,1,0,0,0,1,61640.0,10,2026,High,0
Data Engineer,Large,IT,Unknown,Onsite,Mid-level,1.0,Master's,1,0,1,1,1,135492.0,10,2022,High,0
Data Analyst,Large,Healthcare,Germany,Onsite,Senior,13.0,Ph.D,0,1,1,0,0,153750.0,11,2022,High,0
Data Engineer,Start-up,Finance,Australia,Hybrid,Junior,11.0,Unknown,0,1,0,1,0,67303.0,4,2022,High,0
Machine Learning Engineer,Start-up,Unknown,Germany,Remote,Unknown,11.0,Master's,0,1,0,0,0,114022.0,9,2022,High,0
AI Engineer,Start-up,IT,Unknown,Hybrid,Junior,10.0,Ph.D,0,1,1,0,1,111067.0,2,2022,High,0
Machine Learning Engineer,Medium,E-commerce,Germany,Hybrid,Junior,3.0,Bachelor's,1,0,1,0,1,115583.0,9,2024,Low,0
